"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"Linear Alg & Diff Equations","Course Total","286","2.781","24.1","4.9","32.9","8.0","19.6","6.6","3.8",".",".",".",".",".",".",".",".","."
"Appl Mathematical Analysis","321
001","56","2.282","5.4","5.4","23.2","21.4","21.4","17.9","3.6",".",".",".",".",".",".","1.8",".","."
"Appl Mathematical Analysis","322
001","12","3.792","75.0","8.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro:Prob&Markov Chain Mod","331
001","22","3.045","27.3","18.2","22.7","18.2","9.1",".","4.5",".",".",".",".",".",".",".",".","."
"","340
001","74","3.176","20.3","25.7","29.7","17.6","6.8",".",".",".",".",".",".",".",".",".",".","."
"","340
002","85","3.147","37.6","15.3","28.2",".","10.6","4.7","3.5",".",".",".",".",".",".",".",".","."
"Elem Matrix&Linear Algebra","Course Total","159","3.160","29.6","20.1","28.9","8.2","8.8","2.5","1.9",".",".",".",".",".",".",".",".","."
"Linear Algebra","341
001","30","2.933","26.7","3.3","33.3","16.7","16.7",".","3.3",".",".",".",".",".",".",".",".","."
"","375
001","26","3.154","30.8","23.1","19.2","15.4","7.7",".","3.8",".",".",".",".",".",".",".",".","."
"","375
002","17","3.412","35.3","29.4","23.5","5.9","5.9",".",".",".",".",".",".",".",".",".",".","."
"Multi-Var Calc & Linear Alg","Course Total","43","3.256","32.6","25.6","20.9","11.6","7.0",".","2.3",".",".",".",".",".",".",".",".","."
"Appl Dyn Sys, Chaos&Modelng","415
001","19","3.528","42.1","26.3","15.8","10.5",".",".",".",".",".",".",".",".",".","5.3",".","."
"Theory of Single Variable Calc","421
001","35","3.486","51.4","22.9","11.4","11.4",".",".","2.9",".",".",".",".",".",".",".",".","."
"","431
001","25","2.813","16.0","16.0","28.0","20.0","4.0","8.0","4.0",".",".",".",".",".","4.0",".",".","."
"","431
002","28","2.833","21.4","10.7","28.6","7.1","21.4","3.6","3.6",".",".",".",".",".","3.6",".",".","."
"","431
003","18","2.833","16.7","27.8","11.1","16.7","16.7","11.1",".",".",".",".",".",".",".",".",".","."
"Intro-Theory of Probability","Course Total","71","2.826","18.3","16.9","23.9","14.1","14.1","7.0","2.8",".",".",".",".",".","2.8",".",".","."
"Intro to Modern Algebra","441
001","18","3.118","33.3","22.2","11.1","11.1","5.6","11.1",".",".",".",".",".",".","5.6",".",".","."
"Applied Linear Algebra","443
001","20","2.700","30.0","10.0","20.0","10.0","15.0",".","15.0",".",".",".",".",".",".",".",".","."
"College Geometry I","461
001","30","3.167","30.0","23.3","16.7","16.7","10.0","3.3",".",".",".",".",".",".",".",".",".","."
"Intro-Combinatorics","475
001","37","3.122","35.1","13.5","35.1",".","8.1","2.7","5.4",".",".",".",".",".",".",".",".","."
"Numerical Analysis","514
001","22","3.705","68.2","18.2","4.5","4.5","4.5",".",".",".",".",".",".",".",".",".",".","."
"","521
001","25","2.826","16.0","4.0","36.0","4.0","32.0",".",".","4.0",".",".",".",".","4.0",".",".","."
"","521
002","23","2.500","17.4","8.7","26.1",".","21.7","17.4","4.3","4.3",".",".",".",".",".",".",".","."
"","521
003","35","3.100","22.9","25.7","31.4","5.7","8.6","2.9","2.9",".",".",".",".",".",".",".",".","."
"Analysis I","Course Total","83","2.856","19.3","14.5","31.3","3.6","19.3","6.0","2.4","2.4",".",".",".",".","1.2",".",".","."
"Analysis II","522
001","15","3.300","26.7","33.3","20.0","13.3","6.7",".",".",".",".",".",".",".",".",".",".","."
"Linear Programming Methods","525
001","15","2.900","20.0","13.3","26.7","6.7","33.3",".",".",".",".",".",".",".",".",".",".","."
"","541
001","29","3.259","41.4","13.8","17.2","6.9","6.9","6.9",".","3.4",".",".",".",".",".",".",".","3.4"
"","541
002","34","3.250","26.5","38.2","17.6","5.9","8.8",".","2.9",".",".",".",".",".",".",".",".","."
"Modern Algebra","Course Total","63","3.254","33.3","27.0","17.5","6.3","7.9","3.2","1.6","1.6",".",".",".",".",".",".",".","1.6"
"Elementary Topology","551
001","20","3.094","25.0","15.0","25.0",".","10.0",".","5.0",".",".",".",".",".","5.0",".",".","15.0"
"Elementary Number Theory","567
001","19","3.184","26.3","15.8","31.6","21.1","5.3",".",".",".",".",".",".",".",".",".",".","."
"Mathematical Logic","571
001","11","3.227","36.4","18.2","27.3","9.1",".","9.1",".",".",".",".",".",".",".",".",".","."
"Math Mthds-Structural Biology","606
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Complex Analysis","623
001","16","3.375","25.0","25.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Stochastic Processes","632
001","21","3.200","33.3","9.5","33.3","9.5","4.8","4.8",".","4.8",".",".",".",".",".",".",".","."
"","699
018","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
025","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
037","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
110","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
151","1","***","","","","","","","","","",".",".",".",".",".",".","."
