"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"URBAN AND REGIONAL PLANNI","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"944
URB R PL","","","","","","","","","","","","","","","","","","",""
"305
Introduction to the City","001","20","3.175","20.0","35.0","25.0","10.0","5.0","5.0",".",".",".",".",".",".",".",".",".","."
"306
The Real Estate Process","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"503
Rsch the City: Qual Strategies","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"590","001","14","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"590","002","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"590","003","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Contemp Topics-Urb & Reg Pl","Course Total","30","3.967","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"622
Apps in GIS in Planning","001","12","3.583","41.7","41.7","8.3","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"720
Urban Economics","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"721","001","14","3.607","35.7","50.0","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"721","002","13","3.154","30.8","15.4","46.2",".",".",".","7.7",".",".",".",".",".",".",".",".","."
"Methods-Planning Analysis","Course Total","27","3.389","33.3","33.3","29.6",".",".",".","3.7",".",".",".",".",".",".",".",".","."
"741
Introduction to Planning","001","23","3.717","43.5","56.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"809
Intro-Energy Analysis & Policy","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"830
Land Use Controls","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"843
Land Use Policy & Planning","001","16","3.719","50.0","43.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"865
Water Resrce Inst&Policies","001","8","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"878","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"878","002","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Public Management","Course Total","4","***","","","","","","","","","","","","","","","",""
"912
Planning Workshop","001","19","3.868","73.7","26.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"969
Smr:Trends&Iss-Public Plan","001","13","4.000","92.3",".",".",".",".",".",".","7.7",".",".",".",".",".",".",".","."
"990","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","3","***","","","","","","","","","","","","","","","",""
"999","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","020","4","***","","","","","","","","","",".",".",".",".",".",".","."
"999","022","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Work","Course Total","8","4.000","75.0",".",".",".",".",".",".","12.5",".",".",".",".","12.5",".",".","."
