"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","",""
"","100
052","18","3.500","16.7","66.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Freshman Composition","Course Total","879","3.729","60.2","27.3","10.4","1.0","0.6","0.1",".",".",".",".",".",".","0.5",".",".","."
"","110
001","11","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","110
002","10","",".",".",".",".",".",".",".",".",".","90.0","10.0",".",".",".",".","."
"","110
003","8","",".",".",".",".",".",".",".",".",".","87.5","12.5",".",".",".",".","."
"Intensv English as 2nd Lang","Course Total","29","",".",".",".",".",".",".",".",".",".","93.1","6.9",".",".",".",".","."
"ESL:Intmed Engl Lang Skills","114
001","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","115
001","12","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","115
002","16","",".",".",".",".",".",".",".",".",".","93.8","6.3",".",".",".",".","."
"","115
003","17","",".",".",".",".",".",".",".",".",".","94.1",".",".",".","5.9",".","."
"","115
004","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","115
005","13","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"ESL: Grammar-Academic Use","Course Total","73","",".",".",".",".",".",".",".",".",".","97.3","1.4",".",".","1.4",".","."
"","116
001","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","116
002","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","116
003","17","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","116
004","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","116
005","17","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","116
006","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","116
007","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","116
008","17","",".",".",".",".",".",".",".",".",".","94.1","5.9",".",".",".",".","."
"","116
009","17","",".",".",".",".",".",".",".",".",".","88.2","11.8",".",".",".",".","."
"","116
010","15","",".",".",".",".",".",".",".",".",".","86.7","13.3",".",".",".",".","."
"","116
011","17","",".",".",".",".",".",".",".",".",".","82.4","17.6",".",".",".",".","."
"","116
012","17","",".",".",".",".",".",".",".",".",".","88.2","11.8",".",".",".",".","."
"ESL:Academc Readng&Vocablry","Course Total","192","",".",".",".",".",".",".",".",".",".","94.8","5.2",".",".",".",".","."
"","117
001","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
002","16","",".",".",".",".",".",".",".",".",".","93.8","6.3",".",".",".",".","."
"","117
003","15","",".",".",".",".",".",".",".",".",".","86.7","13.3",".",".",".",".","."
"","117
004","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
006","16","",".",".",".",".",".",".",".",".",".","93.8","6.3",".",".",".",".","."
"","117
007","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
008","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
009","16","",".",".",".",".",".",".",".",".",".","75.0","25.0",".",".",".",".","."
"","117
010","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
011","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
012","13","",".",".",".",".",".",".",".",".",".","92.3","7.7",".",".",".",".","."
"ESL: Academic Writing I","Course Total","172","",".",".",".",".",".",".",".",".",".","94.8","5.2",".",".",".",".","."
"","118
001","14","3.429","21.4","42.9","35.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","118
002","9","3.278","22.2","33.3","33.3",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"","118
003","13","3.269","30.8","15.4","38.5","7.7","7.7",".",".",".",".",".",".",".",".",".",".","."
"","118
004","11","3.409","27.3","36.4","27.3","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"","118
005","14","3.607","50.0","28.6","14.3","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","118
007","14","3.429","28.6","50.0","7.1","7.1","7.1",".",".",".",".",".",".",".",".",".",".","."
"","118
008","12","3.583","50.0","25.0","16.7","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"January 24, 2011","","","","","","","","","","","","","","","","","","Page 202 of 402",""
