"TERM : 1112","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2010-2011","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","",""
"LITERATURE IN TRANSLATION","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"551
LITTRANS","","","","","","","","","","","","","","","","","","","","","",""
"LITTRANS
551","Dept. Total","920","3.517","42.3","31.3","15.4","3.8","3.3","0.3","0.8","1.0","",".",".","",".","",".","1.1","0.3","0.3","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"551
LITTRANS","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","100","3.574","58.0","21.0","8.0","6.0","6.0",".","1.0",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","217","3.517","39.2","37.3","13.4","3.2","3.7","0.5","0.5",".","",".",".","",".","",".","1.4",".","0.5","0.5"
"Junior","","274","3.538","43.8","29.6","19.0","4.4","1.5",".","0.7","0.4","",".",".","",".","",".","0.4","0.4",".","."
"Senior","","318","3.475","38.4","33.0","16.4","3.1","3.8","0.6","0.9","1.6","",".",".","",".","",".","1.9","0.3",".","."
"Undergraduates","","909","3.515","42.4","31.7","15.5","3.9","3.3","0.3","0.8","0.7","",".",".","",".","",".","1.1","0.2","0.1","0.1"
"Special","","8","4.000","25.0",".",".",".",".",".",".","37.5","",".",".","",".","",".",".","12.5","25.0","."
"Graduate","","3","3.667","66.7",".","33.3",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","920","3.517","42.3","31.3","15.4","3.8","3.3","0.3","0.8","1.0","",".",".","",".","",".","1.1","0.3","0.3","0.1"
