"CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"","103
001","350","2.993","27.1","9.4","34.6","6.9","16.6","3.7","1.7",".",".",".",".",".",".",".",".","."
"","103
002","338","2.920","23.7","11.5","29.6","12.7","16.0","3.6","2.7","0.3",".",".",".",".",".",".",".","."
"","003
103","333","2.962","26.1","13.8","30.0","8.1","13.2","5.7","2.7",".",".",".",".",".","0.3",".",".","."
"","103
004","314","2.954","25.5","15.3","25.8","11.1","13.1","8.6","0.6",".",".",".",".",".",".",".",".","."
"","103
005","336","2.970","25.9","13.1","28.0","12.5","12.5","5.7","1.8",".",".",".",".",".","0.6",".",".","."
"","006
103","202","2.988","24.8","13.4","29.7","9.9","16.3","3.5","1.5",".","0.5",".",".",".",".",".",".","0.5"
"General Chemistry","Course Total","1873","2.963","25.6","12.7","29.7","10.2","14.5","5.2","1.9","0.1","0.1",".",".",".","0.2",".",".","0.1"
"General Chemistry","104
001","332","2.842","21.1","5.7","35.5","3.3","30.1","2.1","1.2","0.3",".",".",".",".","0.3",".",".","0.3"
"General Chemistry","108
001","206","3.002","23.8","16.5","30.1","9.2","15.5","2.9","1.9",".",".",".",".",".",".",".",".","."
"","109
001","341","3.255","34.9","21.7","22.0","6.5","13.2","1.5","0.3",".",".",".",".",".",".",".",".","."
"","109
002","260","3.222","31.9","13.1","34.2","8.1","12.3",".",".",".",".",".",".",".",".",".","0.4","."
"","109
003","118","3.242","34.7","16.9","21.2","21.2","4.2","0.8","0.8",".",".",".",".",".",".",".",".","."
"Advanced General Chemistry","Course Total","719","3.241","33.8","17.8","26.3","9.5","11.4","0.8","0.3",".",".",".",".",".",".",".","0.1","."
"Chemical Principles I","115
001","32","3.578","40.6","40.6","12.5","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"","299
012","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
039","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
059","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","5","***","","","","","","","","","","","","","","","",""
"Fundamentals of Analytical Sci","327
001","89","2.944","21.3","6.7","40.4","6.7","23.6",".","1.1",".",".",".",".",".",".",".",".","."
"Fundamentals of Analytical Sci","329
001","60","3.092","31.7","8.3","38.3","6.7","8.3","5.0","1.7",".",".",".",".",".",".",".",".","."
"Intro Organic Chemistry","341
001","132","2.793","11.4","19.7","26.5","15.9","14.4","8.3","0.8","3.0",".",".",".",".",".",".",".","."
"","342
001","18","3.344","27.8","22.2","22.2","16.7",".",".",".","11.1",".",".",".",".",".",".",".","."
"","342
002","20","3.111","10.0","40.0","30.0",".","5.0",".","5.0","10.0",".",".",".",".",".",".",".","."
"","342
003","18","3.194","16.7","22.2","44.4","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"Organic Chemistry Lab","Course Total","56","3.212","17.9","28.6","32.1","10.7","1.8",".","1.8","7.1",".",".",".",".",".",".",".","."
"","343
001","290","2.734","15.2","9.3","27.6","8.6","36.9","1.0","1.0",".",".",".",".",".",".","0.3",".","."
"","343
002","231","2.409","10.8","5.6","25.5","3.5","41.1","10.4","3.0",".",".",".",".",".",".",".",".","."
"","003
343","212","2.665","17.9","15.6","19.3","11.8","19.3","10.4","4.2","0.5",".",".",".",".","0.9",".",".","."
"","343
004","45","3.411","28.9","31.1","35.6","2.2","2.2",".",".",".",".",".",".",".",".",".",".","."
"","343
005","259","2.896","27.0","8.5","28.2","3.1","27.0","5.4","0.8",".",".",".",".",".",".",".",".","."
"Intro Organic Chemistry","Course Total","1037","2.717","18.3","10.5","25.9","6.5","30.3","6.1","2.0","0.1",".",".",".",".","0.2","0.1",".","."
"","344
001","13","3.308","23.1","30.8","30.8","15.4",".",".",".",".",".",".",".",".",".",".",".","."
"","344
002","13","3.192","15.4","23.1","46.2","15.4",".",".",".",".",".",".",".",".",".",".",".","."
"","344
003","13","3.308","30.8","23.1","30.8","7.7","7.7",".",".",".",".",".",".",".",".",".",".","."
"","344
004","13","3.115","15.4","23.1","30.8","30.8",".",".",".",".",".",".",".",".",".",".",".","."
"","344
005","15","3.200","26.7","20.0","26.7","20.0","6.7",".",".",".",".",".",".",".",".",".",".","."
"","344
007","14","3.143","14.3","14.3","57.1","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","344
008","14","3.357","21.4","35.7","35.7","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","344
009","14","3.429","28.6","42.9","14.3","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","344
010","13","3.038","23.1","7.7","38.5","15.4","15.4",".",".",".",".",".",".",".",".",".",".","."
"","344
012","16","3.188","18.8","25.0","37.5","12.5","6.3",".",".",".",".",".",".",".",".",".",".","."
"","344
013","17","3.147","23.5","11.8","41.2","17.6","5.9",".",".",".",".",".",".",".",".",".",".","."
"","344
014","15","3.267","33.3","20.0","20.0","20.0","6.7",".",".",".",".",".",".",".",".",".",".","."
"","344
015","16","3.188","25.0","18.8","31.3","18.8","6.3",".",".",".",".",".",".",".",".",".",".","."
