"","990
106","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
107","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
151","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Reading and Research","Course Total","27","",".",".",".",".",".",".",".","81.5",".",".",".","18.5",".",".",".","."
"MATH
600","Dept. Total","6910","2.858","25.6","12.0","24.6","8.9","16.8","6.3","3.5","0.5",".","1.3","0.0","0.1","0.2","0.1","0.0","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"Freshmen","","2827","2.901","23.6","12.8","27.0","8.6","17.6","5.6","2.4",".",".","2.2","0.1",".","0.1","0.1",".","0.0"
"Sophomore","","1836","2.691","21.1","10.9","23.5","10.8","19.5","7.8","4.8",".",".","1.2",".",".","0.2",".","0.1","0.1"
"Junior","","1083","2.766","22.3","12.0","26.7","9.2","16.4","7.0","5.0","0.3",".","0.3",".",".","0.3","0.2",".","0.4"
"Senior","","737","2.846","26.1","12.8","23.9","8.7","16.0","7.2","3.9",".",".","0.3",".",".","0.7","0.1",".","0.4"
"Undergraduates","","6483","2.819","23.0","12.1","25.6","9.3","17.8","6.6","3.7","0.0",".","1.4","0.0",".","0.2","0.1","0.0","0.1"
"Special","","70","3.236","40.0","14.3","21.4","5.7","7.1",".","4.3","4.3",".",".",".",".","1.4","1.4",".","."
"Graduate","","356","3.787","70.5","9.0","7.9","0.8","0.8","0.6","0.3","7.6",".",".",".","1.4","0.6","0.3","0.3","."
"Prof Yr 4","","1","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Professionals","","1","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","Dept. Total","6910","2.858","25.6","12.0","24.6","8.9","16.8","6.3","3.5","0.5",".","1.3","0.0","0.1","0.2","0.1","0.0","0.1"
