"","999
085","1","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
095","1","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
152","1","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Reading","Course Total","58","4.000","72.4",".",".",".",".",".","",".","12.1","",".",".","",".",".","5.2",".","10.3","."
"CURRIC
272","Dept. Total","2031","3.927","63.7","6.5","1.3","0.2","0.0","0.0","",".","4.9","",".","18.7","",".","2.1","1.7","0.0","0.5","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","14","3.875","78.6","7.1","7.1","7.1",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","30","3.890","86.7","10.0","3.3",".",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Junior","","264","3.910","65.9","11.0","1.5",".",".",".","",".",".","",".","20.5","",".",".","0.8","0.4",".","."
"Senior","","1044","3.923","60.2","6.6","1.2","0.3",".","0.1","",".","0.2","",".","30.5","",".",".","0.5",".",".","."
"Undergraduates","","1352","3.919","62.1","7.5","1.4","0.3",".","0.1","",".","0.1","",".","27.5","",".",".","0.5","0.1",".","."
"Special","","122","3.873","76.2","7.4","4.9",".","0.8",".","",".","2.5","",".","6.6","",".",".","0.8",".","0.8","."
"Graduate","","557","3.962","64.8","3.9","0.2","0.2",".",".","",".","16.9","",".",".","",".","7.5","4.8",".","1.6","."
"","Dept. Total","2031","3.927","63.7","6.5","1.3","0.2","0.0","0.0","",".","4.9","",".","18.7","",".","2.1","1.7","0.0","0.5","."
