"Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"100","001","","13","3.423","23.1","38.5","38.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","002","","11","3.455","18.2","72.7",".",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"100","003","","11","2.909",".","27.3","27.3","45.5",".",".",".",".",".",".",".",".",".",".",".","."
"100","004","","12","3.625","33.3","58.3","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","005","","13","3.308","15.4","53.8","15.4","7.7","7.7",".",".",".",".",".",".",".",".",".",".","."
"100","006","","13","3.692","46.2","46.2","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","007","","11","3.136","18.2","27.3","27.3","18.2","9.1",".",".",".",".",".",".",".",".",".",".","."
"100","008","","13","3.423","38.5","30.8","15.4","7.7","7.7",".",".",".",".",".",".",".",".",".",".","."
"100","009","","12","3.042","25.0","41.7","8.3",".","16.7",".","8.3",".",".",".",".",".",".",".",".","."
"100","010","","11","3.182","9.1","36.4","36.4","18.2",".",".",".",".",".",".",".",".",".",".",".","."
"100","011","","13","3.385","7.7","61.5","30.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","012","","13","3.308","7.7","53.8","30.8","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"100","013","","13","3.269",".","61.5","30.8","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"100","014","","11","3.636","36.4","54.5","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","015","","12","3.333","16.7","41.7","33.3","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"100","016","","13","3.500","30.8","46.2","15.4","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"100","017","","13","3.308","30.8","30.8","30.8",".",".","7.7",".",".",".",".",".",".",".",".",".","."
"100","018","","12","3.417","8.3","75.0","8.3","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"100","019","","11","3.455","18.2","54.5","27.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","020","","11","3.409","18.2","54.5","18.2","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"100","021","","12","3.042","16.7","8.3","50.0","16.7","8.3",".",".",".",".",".",".",".",".",".",".","."
"100","022","","13","3.231","15.4","38.5","30.8","7.7","7.7",".",".",".",".",".",".",".",".",".",".","."
"100","023","","13","3.885","76.9","23.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","024","","12","2.792",".","8.3","41.7","50.0",".",".",".",".",".",".",".",".",".",".",".","."
"100","025","","11","3.545","27.3","54.5","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","026","","13","2.962","15.4","38.5","15.4","15.4","7.7",".","7.7",".",".",".",".",".",".",".",".","."
"100","027","","13","3.654","53.8","30.8","7.7","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"100","028","","13","3.500","23.1","53.8","23.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","029","","13","3.385","15.4","46.2","38.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","030","","12","3.458","41.7","25.0","25.0",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"100","031","","12","3.292","25.0","50.0","8.3","8.3",".","8.3",".",".",".",".",".",".",".",".",".","."
"100","032","","13","2.923",".","30.8","30.8","30.8","7.7",".",".",".",".",".",".",".",".",".",".","."
"100","033","","13","3.000","15.4","30.8","30.8","15.4",".",".","7.7",".",".",".",".",".",".",".",".","."
"100","034","","13","3.308","7.7","46.2","46.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","035","","12","2.875","8.3","33.3","33.3","8.3",".","16.7",".",".",".",".",".",".",".",".",".","."
"100","037","","13","3.500","15.4","69.2","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","038","","13","3.538","23.1","69.2",".","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"100","039","","12","3.458","41.7","33.3","8.3","8.3","8.3",".",".",".",".",".",".",".",".",".",".","."
"100","040","","13","3.231","15.4","38.5","30.8","7.7","7.7",".",".",".",".",".",".",".",".",".",".","."
"100","041","","13","3.500","38.5","30.8","23.1","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"100","042","","13","3.308","23.1","23.1","46.2","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"100","043","","10","3.450","30.0","40.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"100","044","","11","3.500","27.3","54.5","9.1","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"100","045","","12","3.250","16.7","25.0","50.0","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"100","046","","12","3.583","33.3","50.0","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","047","","12","3.417","16.7","50.0","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","","","","","","","","","","","","","","","","","","","Page 181 of 402",""
