"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"HEC","","","","","","","","","","","","","","","","","","",""
"HEC","College Total","2487","3.537","50.5","22.6","14.6","5.6","3.0","0.7","0.2","0.8","0.0","0.1",".","0.3","1.4","0.1","0.1","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"HEC","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","75","3.345","46.7","22.7","10.7","10.7","4.0","2.7",".",".",".",".",".",".","1.3","1.3",".","."
"Sophomore","","363","3.467","47.7","21.2","17.9","8.3","2.5","1.1",".",".",".","0.3",".",".","0.6",".","0.6","."
"Junior","","725","3.522","52.8","20.1","14.6","6.2","3.4","0.6","0.4",".",".",".",".",".","1.8",".",".","."
"Senior","","1170","3.555","49.9","24.9","15.1","4.8","3.1","0.5","0.1",".",".","0.1",".",".","1.5","0.1",".","."
"Undergraduates","","2333","3.526","50.4","22.8","15.3","6.0","3.1","0.7","0.2",".",".","0.1",".",".","1.4","0.1","0.1","."
"Special","","11","3.379","54.5","27.3",".","9.1",".","9.1",".",".",".",".",".",".",".",".",".","."
"Graduate","","142","3.780","52.8","19.7","4.9",".","0.7",".",".","13.4","0.7",".",".","5.6","2.1",".",".","."
"Prof Yr 3","","1","3.500",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","1","3.500",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","College Total","2487","3.537","50.5","22.6","14.6","5.6","3.0","0.7","0.2","0.8","0.0","0.1",".","0.3","1.4","0.1","0.1","."
