"GERMAN","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"424
GERMAN","","","","","","","","","","","","","","","","","","","",""
"274
Intro to German Literature","001","","9","3.611","33.3","55.6","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"311
1st Sem Dutch-Grad Stdts","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"313
3rd Sem Dutch-Grad Stdts","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"337
Adv Compositn & Conversatn","001","","20","3.450","35.0","20.0","45.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"351
Intro to German Linguistics","001","","45","3.633","55.6","22.2","17.8","2.2","2.2",".",".",".",".",".",".",".",".",".",".","."
"362
Topics in German Literature","001","","14","3.536","28.6","50.0","21.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"372
Topics in German Culture","001","","24","3.543","33.3","41.7","16.7","4.2",".",".",".",".",".",".",".",".","4.2",".",".","."
"391
German for Grad Reading I","001","","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"401","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"401","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"401","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"401","005","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"401","006","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"401","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"1st Sem German for Grad Stdts","Course Total","","11","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"402
2nd Sem German for Grad Stdts","003","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"403
3rd Sem German for Grad Stdts","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"404
4th Sem German for Grad Stdts","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"445
Topics in Dutch Culture","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"510
Germn-Jewsh Cltr Since 18c","001","","10","3.650","40.0","50.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"611
Survey German Lit to 1700","001","","12","3.833","75.0","16.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"645
Cultuurkunde der Lage Landen","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"650
History-German Language","001","","16","3.906","87.5","6.3","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"676
Adv Seminar in German Studies","001","","19","3.526","52.6","31.6","10.5",".",".",".","5.3",".",".",".",".",".",".",".",".","."
"699
Directed Study","028","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"727
Topics-Applied Linguistics","001","","18","3.944","94.4",".","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"799","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"799","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","009","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"804
Interdis W Europ Studies Sm","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"947
Seminar-German Lit & Culture","001","","9","3.778","66.7","22.2","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"960
Seminar-German Linguistics","001","","15","3.933","86.7","13.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","003","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","014","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","022","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","025","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","032","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Individual Research in Lit","Course Total","","13","",".",".",".",".",".",".",".","23.1",".",".",".","76.9",".",".",".","."
"991","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","004","","3","***","","","","","","","","","",".",".",".",".",".",".","."
