"","999
074","9","4.000","100.0",".",".",".",".",".",".",".",".","",".",".","",".","",".",".",".","."
"","999
077","16","3.889","75.0","12.5",".",".",".",".",".",".",".","",".",".","",".","","12.5",".",".","."
"","999
080","8","3.900","75.0","25.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".","."
"","999
082","2","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Independent Study","Course Total","135","3.938","88.9","8.9","0.7",".",".",".",".",".","",".",".","",".","",".","1.5",".",".","."
"ART
168","Dept. Total","1626","3.609","59.8","20.7","10.4","3.6","1.9","1.2","0.4","0.3","",".",".","",".","",".","1.1","0.1","0.2","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","177","3.414","44.6","22.6","17.5","6.8","3.4","3.4",".",".","",".",".","",".","",".","1.7",".",".","."
"Sophomore","","297","3.526","55.9","19.9","12.1","5.7","3.4","1.3","1.0",".","",".",".","",".","",".","0.7",".",".","."
"Junior","","325","3.567","49.5","28.0","12.0","4.3","2.5","0.9","0.3",".","",".",".","",".","",".","0.9","0.3",".","1.2"
"Senior","","490","3.600","56.3","23.3","11.6","2.9","1.2","1.4","0.6","1.0","",".",".","",".","",".","1.6",".",".","."
"Undergraduates","","1289","3.552","52.9","23.6","12.6","4.4","2.3","1.6","0.5","0.4","",".",".","",".","",".","1.2","0.1",".","0.3"
"Special","","44","3.724","59.1","22.7","6.8",".","2.3",".",".",".","",".",".","",".","",".",".","2.3","6.8","."
"Graduate","","293","3.934","90.1","7.5","1.0","0.7",".",".",".",".","",".",".","",".","",".","0.7",".",".","."
"","Dept. Total","1626","3.609","59.8","20.7","10.4","3.6","1.9","1.2","0.4","0.3","",".",".","",".","",".","1.1","0.1","0.2","0.2"
