"COUNSELING PSYCHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"270
COUN PSY","","","","","","","","","","","","","","","","","","",""
"","105
001","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","105
002","6","3.833","83.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","105
005","11","4.000","90.9",".",".",".",".",".",".",".",".",".",".",".",".",".","9.1","."
"Human Dev; Awareness Proc","Course Total","30","3.966","93.3",".","3.3",".",".",".",".",".",".",".",".",".",".",".","3.3","."
"","110
001","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","110
003","15","3.767","73.3","13.3","6.7","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"","110
004","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","110
005","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","110
006","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","110
007","19","3.316","57.9","5.3","15.8","5.3","5.3","10.5",".",".",".",".",".",".",".",".",".","."
"Human Dev:Career Strategies","Course Total","66","3.750","81.8","4.5","6.1","3.0","1.5","3.0",".",".",".",".",".",".",".",".",".","."
"","115
001","22","3.955","95.5",".","4.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
002","20","3.800","85.0",".","10.0",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"","115
003","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
004","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
005","126","3.659","64.3","19.8","7.9","4.0","1.6","2.4",".",".",".",".",".",".",".",".",".","."
"","115
006","83","3.657","61.4","21.7","8.4","6.0","1.2","1.2",".",".",".",".",".",".",".",".",".","."
"","115
007","25","3.720","60.0","24.0","16.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
008","22","4.000","95.5",".",".",".",".",".",".",".",".",".",".",".","4.5",".",".","."
"","115
009","13","3.731","84.6",".",".","7.7","7.7",".",".",".",".",".",".",".",".",".",".","."
"","115
012","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","115
014","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
015","8","3.625","75.0",".",".","25.0",".",".",".",".",".",".",".",".",".",".",".","."
"","115
016","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","115
018","15","3.929","86.7",".","6.7",".",".",".",".",".",".",".",".",".","6.7",".",".","."
"","115
019","13","3.731","76.9",".","15.4","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","115
020","7","3.643","57.1","14.3","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
021","8","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
022","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
023","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
025","10","3.550","60.0","10.0","10.0","20.0",".",".",".",".",".",".",".",".",".",".",".","."
"","115
026","8","3.500","87.5",".",".",".",".",".","12.5",".",".",".",".",".",".",".",".","."
"","115
027","12","3.583","75.0",".",".","16.7","8.3",".",".",".",".",".",".",".",".",".",".","."
"","115
028","9","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
030","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
031","8","3.313","62.5","12.5","12.5",".",".",".","12.5",".",".",".",".",".",".",".",".","."
"Human Dev: Ed Effectiveness","Course Total","470","3.746","74.3","12.3","6.6","3.8","1.3","0.9","0.4",".",".",".",".",".","0.4",".",".","."
"","125
020","12","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
021","18","3.778","83.3","11.1",".",".",".","5.6",".",".",".",".",".",".",".",".",".","."
"","125
022","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
023","10","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
024","14","3.929","92.9",".","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
025","18","3.611","66.7","5.6","16.7","5.6","5.6",".",".",".",".",".",".",".",".",".",".","."
"","026
125","16","3.813","68.8","25.0","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
027","20","3.947","90.0",".","5.0",".",".",".",".","5.0",".",".",".",".",".",".",".","."
