"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","","",""
"ART DEPARTMENT","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","","",""
"","242
001","","10","3.750","70.0","20.0",".",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"","242
002","","6","3.619","83.3",".",".",".","16.7",".",".",".",".",".",".",".",".",".",".","."
"Watercolor I","Course Total","","16","3.702","75.0","12.5",".",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"","244
001","","10","3.758","50.0","20.0","10.0",".",".",".",".",".",".",".",".",".","20.0",".",".","."
"","244
002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Art Metal I","Course Total","","14","3.756","50.0","28.6","7.1",".",".",".",".",".",".",".",".",".","14.3",".",".","."
"Color","302
001","","14","3.808","71.4","14.3",".","7.1",".",".",".",".",".",".",".",".","7.1",".",".","."
"Relief Printmaking","306
001","","12","3.444","25.0","41.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","312
001","","14","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","312
002","","10","3.400","10.0","60.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Drawing I","Course Total","","24","3.667","45.8","41.7","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sculpture II","314
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","316
001","","14","3.607","35.7","50.0","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","316
002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Lithography","Course Total","","15","3.567","33.3","46.7","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Painting I","322
001","","8","3.500","37.5","37.5","12.5","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"Ceramics II","324
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Etching","326
001","","7","3.786","57.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Computer in the Visual Arts","328
001","","12","3.750","75.0","16.7",".",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"","332
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","332
002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Life Drawing II","Course Total","","6","3.417","50.0",".","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"Wood Working","334
001","","10","3.850","70.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Serigraphy","336
001","","12","2.900","50.0","16.7",".",".",".","16.7","8.3","8.3",".",".",".",".",".",".",".","."
"","346
001","","9","3.556","55.6",".","44.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","346
002","","11","3.700","54.5","18.2","18.2",".",".",".",".",".",".",".",".",".","9.1",".",".","."
"Typography & Communicatn","Course Total","","20","3.632","55.0","10.0","30.0",".",".",".",".",".",".",".",".",".","5.0",".",".","."
"","354
001","","12","3.417","8.3","66.7","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","354
002","","10","3.278","40.0","30.0","10.0",".",".",".","10.0",".",".",".",".",".",".",".",".","10.0"
"Glassworking","Course Total","","22","3.357","22.7","50.0","18.2",".",".",".","4.5",".",".",".",".",".",".",".",".","4.5"
"Print Prod Techniques(Digital)","356
001","","12","3.167","16.7","33.3","25.0","16.7","8.3",".",".",".",".",".",".",".",".",".",".","."
"","366
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","366
002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Stage Lighting I","Course Total","","4","***","","","","","","","","","","","","","","","",""
"Set Design I","372
001","","8","3.286","12.5","25.0","50.0",".",".",".",".","12.5",".",".",".",".",".",".",".","."
"Photography","376
001","","13","3.885","76.9","23.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Drawing II","412
002","","6","3.667","50.0","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sound Dsgn-Perf/Visual Arts","420
001","","6","3.750","66.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Painting II","422
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Computer Imaging Techniques","428
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"3D Digital Studio I","429
001","","11","3.450","45.5","27.3","9.1",".",".","9.1",".",".",".",".",".",".",".",".","9.1","."
"Artists' Books","446
001","","16","3.906","81.3","18.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
