"ELECTRICAL AND COMPUTER E Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","","",""
"Electronic Circuits II","342
001","","26","3.308","69.2",".","11.5",".","3.8","11.5","3.8",".",".",".",".",".",".",".",".","."
"","352
001","","31","3.048","29.0","22.6","22.6","12.9","3.2","3.2","6.5",".",".",".",".",".",".",".",".","."
"","352
002","","39","3.244","28.2","23.1","28.2","15.4","2.6","2.6",".",".",".",".",".",".",".",".",".","."
"Digital System Fundamentals","Course Total","","70","3.157","28.6","22.9","25.7","14.3","2.9","2.9","2.9",".",".",".",".",".",".",".",".","."
"Intro to Microprocessor Sys","353
001","","33","3.091","12.1","36.4","27.3","18.2","3.0",".","3.0",".",".",".",".",".",".",".",".","."
"","354
001","","17","3.500","58.8","5.9","29.4",".",".","5.9",".",".",".",".",".",".",".",".",".","."
"","354
002","","7","3.286","71.4",".",".",".","14.3","14.3",".",".",".",".",".",".",".",".",".","."
"Machine Organizatn&Progrmng","Course Total","","24","3.438","62.5","4.2","20.8",".","4.2","8.3",".",".",".",".",".",".",".",".",".","."
"","355
002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","355
003","","7","3.429","42.9","14.3","28.6","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"Electromech Energy Conversn","Course Total","","9","3.333","33.3","22.2","22.2","22.2",".",".",".",".",".",".",".",".",".",".",".","."
"Elect Power for Alt Energy Sys","356
001","","32","3.145","21.9","21.9","34.4",".","18.8",".",".","3.1",".",".",".",".",".",".",".","."
"","370
001","","10","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
370","","12","3.917","91.7",".","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","370
004","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Laboratory","Course Total","","34","3.941","91.2","5.9","2.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Electricl&Electronc Circuit","376
001","","128","3.098","23.4","10.9","43.0","11.7","9.4","0.8","0.8",".",".",".",".",".",".",".",".","."
"Elec&Elec-mech Power Conver","377
001","","89","3.090","18.0","20.2","38.2","13.5","7.9","2.2",".",".",".",".",".",".",".",".",".","."
"","399
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
066","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Independent Study","Course Total","","17","3.870","94.1",".","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Electroacoustical Engr","401
001","","18","3.694","61.1","16.7","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro Feedback Control Lab","409
001","","11","3.773","54.5","45.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","411
001","","23","3.022","26.1","8.7","30.4","21.7","8.7","4.3",".",".",".",".",".",".",".",".",".","."
"","411
002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","003
411","","19","2.944","5.3","21.1","47.4","10.5","5.3","5.3",".",".",".",".",".",".","5.3",".",".","."
"Intro to Electric Drive Sys","Course Total","","47","3.054","19.1","17.0","36.2","14.9","6.4","4.3",".",".",".",".",".",".","2.1",".",".","."
"Electromag Wave Transmissn","420
001","","20","3.050","30.0","30.0","15.0","10.0","5.0",".","10.0",".",".",".",".",".",".",".",".","."
"","427
001","","35","3.729","74.3","5.7","14.3","2.9","2.9",".",".",".",".",".",".",".",".",".",".","."
"","427
002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","427
003","","7","3.857","85.7",".","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Electric Power Systems","Course Total","","44","3.670","75.0","4.5","13.6","2.3","2.3",".","2.3",".",".",".",".",".",".",".",".","."
"Digital Signal Processing","431
001","","18","3.278","22.2","33.3","27.8","11.1","5.6",".",".",".",".",".",".",".",".",".",".","."
"Communication Systems I","436
001","","14","3.154","28.6","28.6","14.3",".","14.3","7.1",".","7.1",".",".",".",".",".",".",".","."
"Communication Systems Lab I","438
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Applied Communications Sys","447
001","","10","3.400","50.0",".","40.0",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"Medical Instrumentation","462
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Computers in Medicine","463
001","","6","3.417","50.0","16.7","16.7",".","16.7",".",".",".",".",".",".",".",".",".",".","."
"Computer Proj in Cntrl&Inst","468
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"January 24, 2011","","","","","","","","","","","","","","","","","","","Page 114 of 402",""
