"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"","101
001","18","2.306","16.7","5.6","27.8",".","27.8","5.6","16.7",".",".",".",".",".",".",".",".","."
"","002
101","21","2.595","33.3","14.3","4.8","9.5","14.3","9.5","14.3",".",".",".",".",".",".",".",".","."
"Intermediate Algebra","Course Total","39","2.462","25.6","10.3","15.4","5.1","20.5","7.7","15.4",".",".",".",".",".",".",".",".","."
"","112
001","17","2.706","17.6",".","47.1",".","29.4",".","5.9",".",".",".",".",".",".",".",".","."
"","112
002","22","2.455","13.6","9.1","18.2","9.1","36.4","9.1","4.5",".",".",".",".",".",".",".",".","."
"","112
003","22","2.545","13.6",".","31.8",".","50.0","4.5",".",".",".",".",".",".",".",".",".","."
"","112
004","20","2.700","15.0","10.0","25.0","10.0","35.0","5.0",".",".",".",".",".",".",".",".",".","."
"","112
005","19","2.816","21.1","5.3","36.8",".","31.6","5.3",".",".",".",".",".",".",".",".",".","."
"","112
006","22","2.341","4.5",".","45.5","4.5","27.3","13.6","4.5",".",".",".",".",".",".",".",".","."
"","112
007","22","2.500","9.1",".","40.9",".","45.5",".","4.5",".",".",".",".",".",".",".",".","."
"","112
008","18","2.500","16.7","5.6","33.3","5.6","16.7","16.7","5.6",".",".",".",".",".",".",".",".","."
"","112
009","20","2.425","15.0",".","25.0","5.0","40.0","15.0",".",".",".",".",".",".",".",".",".","."
"","112
010","24","2.896","29.2","4.2","37.5",".","20.8","4.2","4.2",".",".",".",".",".",".",".",".","."
"","112
011","22","2.714","18.2","9.1","40.9",".","13.6","4.5","9.1",".",".",".",".",".",".",".",".","4.5"
"","112
012","20","2.725","10.0","5.0","50.0",".","30.0","5.0",".",".",".",".",".",".",".",".",".","."
"","013
112","21","3.214","52.4","4.8","19.0",".","14.3","9.5",".",".",".",".",".",".",".",".",".","."
"","112
014","24","3.000","12.5",".","75.0",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"","112
015","20","3.025","25.0",".","50.0","5.0","20.0",".",".",".",".",".",".",".",".",".",".","."
"","112
016","22","2.659","9.1","4.5","59.1",".","13.6","9.1","4.5",".",".",".",".",".",".",".",".","."
"","112
017","24","3.000","25.0",".","50.0",".","25.0",".",".",".",".",".",".",".",".",".",".","."
"","112
018","21","2.214","9.5","4.8","33.3",".","28.6","9.5","14.3",".",".",".",".",".",".",".",".","."
"","112
019","20","2.600","15.0",".","35.0",".","45.0","5.0",".",".",".",".",".",".",".",".",".","."
"","112
020","20","2.625","15.0","5.0","40.0",".","30.0","5.0","5.0",".",".",".",".",".",".",".",".","."
"","112
021","23","2.913","21.7",".","47.8",".","30.4",".",".",".",".",".",".",".",".",".",".","."
"","112
022","21","2.550","4.8",".","47.6",".","38.1","4.8",".","4.8",".",".",".",".",".",".",".","."
"","112
023","22","2.614","18.2","13.6","22.7",".","31.8","9.1","4.5",".",".",".",".",".",".",".",".","."
"","024
112","22","2.614","13.6","4.5","36.4",".","40.9",".","4.5",".",".",".",".",".",".",".",".","."
"Algebra","Course Total","508","2.686","16.9","3.5","39.8","1.6","29.3","5.5","3.0","0.2",".",".",".",".",".",".",".","0.2"
"","113
003","17","2.294","5.9","5.9","11.8","41.2","17.6","11.8","5.9",".",".",".",".",".",".",".",".","."
"","113
005","19","2.868","15.8","21.1","26.3","15.8","15.8",".","5.3",".",".",".",".",".",".",".",".","."
"","006
113","19","2.472","15.8","5.3","15.8","10.5","36.8","5.3","5.3",".",".",".",".",".","5.3",".",".","."
"","113
007","19","2.763","21.1","21.1","10.5","5.3","31.6","10.5",".",".",".",".",".",".",".",".",".","."
"","113
009","13","2.500","23.1","7.7","7.7","15.4","30.8","7.7","7.7",".",".",".",".",".",".",".",".","."
"","113
011","19","2.917","31.6","5.3","26.3","10.5","5.3","15.8",".","5.3",".",".",".",".",".",".",".","."
"Trigonometry","Course Total","106","2.649","18.9","11.3","17.0","16.0","22.6","8.5","3.8","0.9",".",".",".",".","0.9",".",".","."
"Algebra and Trigonometry","114
001","277","2.737","19.9","7.9","29.6","8.3","24.2","7.6","2.2","0.4",".",".",".",".",".",".",".","."
"","130
002","21","2.310","4.8","9.5","14.3","42.9","9.5","9.5","9.5",".",".",".",".",".",".",".",".","."
"","130
003","20","3.075","20.0","20.0","40.0","5.0","10.0","5.0",".",".",".",".",".",".",".",".",".","."
"","130
004","26","2.942","11.5","30.8","30.8","11.5","3.8","11.5",".",".",".",".",".",".",".",".",".","."
"Math for","Course Total","67","2.784","11.9","20.9","28.4","19.4","7.5","9.0","3.0",".",".",".",".",".",".",".",".","."
"","131
002","24","3.271","25.0","37.5","20.8","8.3","4.2","4.2",".",".",".",".",".",".",".",".",".","."
"","003
131","21","3.048","9.5","38.1","33.3",".","14.3","4.8",".",".",".",".",".",".",".",".",".","."
"","131
004","20","2.950","30.0",".","40.0",".","25.0","5.0",".",".",".",".",".",".",".",".",".","."
"Math for Tchng:","Course Total","65","3.100","21.5","26.2","30.8","3.1","13.8","4.6",".",".",".",".",".",".",".",".",".","."
"","132
002","17","3.324","11.8","47.1","35.3","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"January 24, 2011","","","","","","","","","","","","","","","","","","Page 253 of 402",""
