"Rsch in Physical Activity","991
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
015","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
030","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","Course Total","2","***","","","","","","","","","","","","","","","",""
"KINES
742","Dept. Total","775","3.652","58.8","17.7","14.2","1.9","2.2","0.5","0.1","1.3","0.1","1.8","0.1","0.9","0.1",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"742
KINES","","","","","","","","","","","","","","","","","","",""
"Freshmen","","19","3.026","15.8","10.5","42.1","26.3","5.3",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","122","3.651","60.7","21.3","13.9",".","3.3",".","0.8",".",".",".",".",".",".",".",".","."
"Junior","","164","3.499","46.3","23.8","20.7","3.7","4.9",".",".",".",".",".",".",".",".",".","0.6","."
"Senior","","403","3.723","69.2","15.6","11.9","1.0","1.0","0.7",".","0.2",".",".",".",".","0.2",".",".","."
"Undergraduates","","708","3.647","61.0","18.4","15.1","2.1","2.4","0.4","0.1","0.1",".",".",".",".","0.1",".","0.1","."
"Special","","16","3.476","37.5","25.0","18.8",".",".","6.3",".","12.5",".",".",".",".",".",".",".","."
"Graduate","","51","3.924","35.3","5.9",".",".",".",".",".","13.7","2.0","27.5","2.0","13.7",".",".",".","."
"","Dept. Total","775","3.652","58.8","17.7","14.2","1.9","2.2","0.5","0.1","1.3","0.1","1.8","0.1","0.9","0.1",".","0.1","."
