"","999
083","3","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
089","2","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
092","1","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
093","1","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Adv Ind Work-Applied Music","Course Total","30","3.983","90.0","3.3",".",".","",".","",".",".","",".","",".",".","",".","",".","6.7",".",".","."
"MUS PERF
664","Dept. Total","526","3.937","87.3","7.2","3.0","0.2","",".","",".","0.2","",".","",".",".","",".","",".","2.1",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","68","3.924","88.2","5.9","4.4",".","",".","",".",".","",".","",".",".","",".","",".","1.5",".",".","."
"Sophomore","","61","3.861","80.3","9.8","6.6",".","",".","",".","1.6","",".","",".",".","",".","",".","1.6",".",".","."
"Junior","","77","3.929","84.4","11.7","2.6",".","",".","",".",".","",".","",".",".","",".","",".","1.3",".",".","."
"Senior","","166","3.927","85.5","8.4","2.4","0.6","",".","",".",".","",".","",".",".","",".","",".","3.0",".",".","."
"Undergraduates","","372","3.916","84.9","8.9","3.5","0.3","",".","",".","0.3","",".","",".",".","",".","",".","2.2",".",".","."
"Special","","6","3.867","83.3",".","16.7",".","",".","",".",".","",".","",".",".","",".","",".",".",".",".","."
"Graduate","","148","3.977","93.2","3.4","1.4",".","",".","",".",".","",".","",".",".","",".","",".","2.0",".",".","."
"","Dept. Total","526","3.937","87.3","7.2","3.0","0.2","",".","",".","0.2","",".","",".",".","",".","",".","2.1",".",".","."
