"","699
010","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","699
020","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","699
022","2","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Directed Study-Afro-Am Stdy","Course Total","4","***","","","","","","","","","","","","","","","","","","",""
"AFROAMER
106","Dept. Total","760","3.420","41.2","24.3","16.7","5.3","5.0","1.3","0.7","3.8","",".",".","",".","",".","1.4","0.1","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"106
AFROAMER","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","60","3.423","63.3","8.3","11.7","8.3","5.0","1.7",".",".","",".",".","",".","",".","1.7",".",".","."
"Sophomore","","134","3.273","29.1","29.9","24.6","4.5","10.4",".","0.7",".","",".",".","",".","",".","0.7",".",".","."
"Junior","","186","3.279","33.9","21.5","23.1","8.6","4.8","2.2","1.6","2.2","",".",".","",".","",".","2.2",".",".","."
"Senior","","354","3.527","43.8","27.1","11.9","3.7","3.4","1.4","0.3","7.1","",".",".","",".","",".","1.4",".",".","."
"Undergraduates","","734","3.406","40.2","24.7","17.0","5.4","5.2","1.4","0.7","4.0","",".",".","",".","",".","1.5",".",".","."
"Special","","7","4.000","71.4",".",".",".",".",".",".",".","",".",".","",".","",".",".","14.3","14.3","."
"Graduate","","19","3.789","68.4","21.1","10.5",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","760","3.420","41.2","24.3","16.7","5.3","5.0","1.3","0.7","3.8","",".",".","",".","",".","1.4","0.1","0.1","."
