"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","",""
"","118
009","12","3.458","66.7","16.7",".","8.3",".",".","8.3",".",".",".",".",".",".",".",".","."
"","118
010","13","3.462","46.2","15.4","23.1","15.4",".",".",".",".",".",".",".",".",".",".",".","."
"","118
011","15","3.533","40.0","26.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","118
012","13","3.577","53.8","30.8",".","7.7","7.7",".",".",".",".",".",".",".",".",".",".","."
"","118
013","14","3.607","50.0","28.6","14.3","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","118
014","12","3.583","50.0","25.0","16.7","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"ESL: Academic Writing II","Course Total","166","3.485","41.6","28.9","19.9","6.6","2.4",".","0.6",".",".",".",".",".",".",".",".","."
"","122
002","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","122
003","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"ESL:Oral Communicatn Skills","Course Total","31","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Myth and Literature","155
001","20","3.925","90.0","5.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Shakespeare","162
001","207","3.307","29.0","28.0","22.2","12.6","4.8","1.0",".","0.5",".",".",".",".","1.9",".",".","."
"Intro-Brit & Amer Lit pre-1914","167
001","29","3.327","24.1","34.5","13.8","10.3","6.9",".",".",".",".",".",".",".","10.3",".",".","."
"Intro to Modern Lit since 1900","168
001","144","3.367","20.8","39.6","34.7","2.8","0.7",".","0.7",".",".",".",".",".",".",".","0.7","."
"","169
001","19","3.237","26.3","26.3","26.3","10.5","10.5",".",".",".",".",".",".",".",".",".",".","."
"","169
002","272","3.068","11.0","26.5","39.0","15.8","5.9","1.8",".",".",".",".",".",".",".",".",".","."
"","169
003","301","3.265","16.9","36.9","31.2","11.6","1.7","0.3","0.3",".",".",".",".",".","1.0",".",".","."
"Intro to Modern American Lit","Course Total","592","3.173","14.5","31.8","34.6","13.5","3.9","1.0","0.2",".",".",".",".",".","0.5",".",".","."
"","173
001","17","3.912","88.2","5.9","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
173","306","3.231","22.9","33.0","29.1","6.9","3.3","2.6","1.3","0.3","0.3",".",".",".","0.3",".",".","."
"Intro-Ethnic&Multicultural Lit","Course Total","323","3.267","26.3","31.6","27.9","6.5","3.1","2.5","1.2","0.3","0.3",".",".",".","0.3",".",".","."
"Lit & the Other Disciplines","175
001","26","3.635","46.2","34.6","19.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Literature and Popular Culture","177
001","299","3.642","57.5","28.1","8.7","2.0","0.7","1.0","1.3","0.3",".",".",".",".","0.3",".",".","."
"Freshman Honors Seminar","181
001","14","3.607","28.6","64.3","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
001","18","3.806","72.2","16.7","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
002","18","3.417","27.8","50.0","5.6","11.1","5.6",".",".",".",".",".",".",".",".",".",".","."
"","201
003","18","3.722","83.3","11.1",".",".",".",".","5.6",".",".",".",".",".",".",".",".","."
"","201
004","13","3.000","23.1","23.1","7.7","23.1","23.1",".",".",".",".",".",".",".",".",".",".","."
"","201
005","19","3.658","57.9","21.1","15.8","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","201
006","16","3.500","37.5","31.3","25.0","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"","201
007","18","3.472","44.4","16.7","27.8","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","201
008","14","3.808","64.3","21.4","7.1",".",".",".",".","7.1",".",".",".",".",".",".",".","."
"","201
009","16","3.563","62.5","12.5","12.5",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"","201
010","12","3.500","50.0","33.3",".",".","16.7",".",".",".",".",".",".",".",".",".",".","."
"","201
011","17","3.588","47.1","23.5","29.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
012","9","3.389","44.4","11.1","22.2","22.2",".",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Composition","Course Total","188","3.551","52.1","22.9","13.8","5.9","4.3",".","0.5","0.5",".",".",".",".",".",".",".","."
"","203
001","17","3.882","88.2","5.9",".","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"","203
002","15","3.900","86.7","6.7","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
003","17","3.647","47.1","35.3","17.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
004","13","3.538","23.1","61.5","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
005","15","3.633","53.3","33.3","6.7",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"Creatv Writng:Beg Fict&Poet","Course Total","77","3.727","61.0","27.3","9.1","1.3","1.3",".",".",".",".",".",".",".",".",".",".","."
"British Literature Before 1750","215
001","153","3.334","32.0","32.7","17.6","7.2","6.5","2.6",".",".",".",".",".",".","0.7",".",".","0.7"
"January 24, 2011","","","","","","","","","","","","","","","","","","Page 203 of 402",""
