"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"NUR","","","","","","","","","","","","","","","","","","","","",""
"NUR","College Total","1882","3.847","65.0","15.8","2.9","0.7","0.2","0.1","",".","2.9","",".","11.1",".","0.9","0.3",".","0.1","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","P","I","NW","NR","Other"
"NUR","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Freshmen","","41","3.723","75.6","7.3","9.8","2.4",".","2.4","",".",".","",".","2.4",".",".",".",".",".","."
"Sophomore","","49","3.886","87.8","8.2",".","2.0","2.0",".","",".",".","",".",".",".",".",".",".",".","."
"Junior","","286","3.810","51.4","18.9","1.7","1.4",".",".","",".",".","",".","26.6",".",".",".",".",".","."
"Senior","","1167","3.851","66.2","17.8","2.8","0.4","0.3",".","",".",".","",".","11.1",".","1.3",".",".",".","."
"Undergraduates","","1543","3.843","64.4","17.4","2.7","0.7","0.3","0.1","",".",".","",".","13.4",".","1.0",".",".",".","."
"Special","","4","4.000","100.0",".",".",".",".",".","",".",".","",".",".",".",".",".",".",".","."
"Graduate","","319","3.873","66.8","8.8","3.8","0.3",".","0.3","",".","17.2","",".","0.3",".","0.3","1.9",".","0.3","."
"Prof Yr 4","","16","3.804","81.3","6.3","6.3","6.3",".",".","",".",".","",".",".",".",".",".",".",".","."
"Professionals","","16","3.804","81.3","6.3","6.3","6.3",".",".","",".",".","",".",".",".",".",".",".",".","."
"","College Total","1882","3.847","65.0","15.8","2.9","0.7","0.2","0.1","",".","2.9","",".","11.1",".","0.9","0.3",".","0.1","."
