"","990
023","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
035","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
036","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Individual Research","Course Total","28","",".",".",".",".",".",".",".","96.4","",".",".",".","3.6",".",".",".","."
"FRENCH
400","Dept. Total","1278","3.494","40.3","32.5","15.3","4.3","1.9","0.8","0.4","3.7","",".",".",".","0.2","0.3","0.2","0.2","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"400
FRENCH","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","295","3.489","32.5","42.0","19.7","4.1","0.7",".","0.3",".","",".",".",".",".","0.7",".",".","."
"Sophomore","","257","3.424","31.1","41.2","17.9","4.3","2.7","1.2","0.4","1.2","",".",".",".",".",".",".",".","."
"Junior","","202","3.391","37.1","30.7","16.3","8.4","2.5","1.0","1.0","1.5","",".",".",".",".",".","1.0",".","0.5"
"Senior","","352","3.511","47.2","26.7","14.2","4.0","2.6","1.4","0.3","2.6","",".",".",".","0.3","0.6",".","0.3","."
"Undergraduates","","1106","3.462","37.7","34.9","16.9","4.9","2.1","0.9","0.5","1.4","",".",".",".","0.1","0.4","0.2","0.1","0.1"
"Special","","19","3.600","52.6","10.5","10.5","5.3","5.3",".",".","15.8","",".",".",".",".",".",".",".","."
"Graduate","","151","3.818","57.0","17.9","4.6",".",".",".",".","19.2","",".",".",".","0.7",".",".","0.7","."
"Prof Yr 3","","2","4.000","100.0",".",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Professionals","","2","4.000","100.0",".",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"","Dept. Total","1278","3.494","40.3","32.5","15.3","4.3","1.9","0.8","0.4","3.7","",".",".",".","0.2","0.3","0.2","0.2","0.1"
