"MED","","","","","","","","","","","","","","","","","","","","",""
"BIOMOLECULAR CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"758
BMOLCHEM","","","","","","","","","","","","","","","","","","","","",""
"BMOLCHEM
758","Dept. Total","368","3.159","19.3","3.3","9.2","1.9","4.1","1.4","0.8","56.8","0.3",".","",".","1.6","",".",".","0.5","0.8"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"758
BMOLCHEM","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","9","2.889","44.4",".","22.2",".","22.2",".","11.1",".",".",".","",".",".","",".",".",".","."
"Junior","","52","2.990","38.5","9.6","19.2","7.7","15.4","5.8","3.8",".",".",".","",".",".","",".",".",".","."
"Senior","","46","3.187","32.6","13.0","37.0","4.3","8.7","4.3",".",".",".",".","",".",".","",".",".",".","."
"Undergraduates","","107","3.065","36.4","10.3","27.1","5.6","13.1","4.7","2.8",".",".",".","",".",".","",".",".",".","."
"Special","","11","3.364","45.5","9.1","27.3","9.1","9.1",".",".",".",".",".","",".",".","",".",".",".","."
"Graduate","","71","3.905","26.8",".","2.8",".",".",".",".","62.0",".",".","",".","8.5","",".",".",".","."
"Prof Yr 1","","175","4.000","4.6",".",".",".",".",".",".","92.6",".",".","",".",".","",".",".","1.1","1.7"
"Prof Yr 2","","4","",".",".",".",".",".",".",".","75.0","25.0",".","",".",".","",".",".",".","."
"Professionals","","179","4.000","4.5",".",".",".",".",".",".","92.2","0.6",".","",".",".","",".",".","1.1","1.7"
"","Dept. Total","368","3.159","19.3","3.3","9.2","1.9","4.1","1.4","0.8","56.8","0.3",".","",".","1.6","",".",".","0.5","0.8"
