"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"L&S","College Total","95698","3.238","35.3","20.2","20.0","7.8","7.8","2.1","1.1","2.6","0.0","1.4","0.0","0.6","0.7","0.1","0.2","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"L&S","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","17891","3.143","30.5","20.6","22.2","8.9","10.1","2.7","1.1","0.1","0.0","3.2","0.1",".","0.3","0.1","0.1","0.1"
"Sophomore","","20707","3.111","29.4","20.6","23.3","10.0","10.8","2.9","1.3","0.1","0.0","1.0","0.0",".","0.3","0.0","0.0","0.1"
"Junior","","20503","3.201","33.1","21.5","22.9","8.9","8.6","2.2","1.3","0.3","0.0","0.5","0.0","0.0","0.5","0.0","0.0","0.1"
"Senior","","24054","3.301","38.0","21.9","19.7","7.5","6.3","1.8","1.1","1.3","0.0","0.4","0.0","0.7","0.8","0.1","0.2","0.1"
"Undergraduates","","83155","3.192","33.1","21.2","21.9","8.8","8.8","2.3","1.2","0.5","0.0","1.2","0.0","0.2","0.5","0.1","0.1","0.1"
"Special","","1512","3.331","30.2","12.0","12.6","3.8","3.8","1.0","1.7","25.1","0.1","3.8","0.1",".","0.8","1.5","3.2","0.1"
"Graduate","","11055","3.771","53.6","13.2","6.2","0.9","0.4","0.1","0.1","16.0","0.1","2.5","0.0","4.0","1.7","0.1","0.8","0.0"
"Prof Yr 1","","90","3.662","66.7","17.8","7.8","4.4","1.1",".",".",".",".",".",".",".","2.2",".",".","."
"Prof Yr 2","","70","3.662","52.9","27.1","11.4","2.9",".",".",".","1.4",".","1.4",".",".","2.9",".",".","."
"Prof Yr 3","","86","3.899","70.9","14.0","1.2",".",".",".",".","4.7",".",".",".",".","9.3",".",".","."
"Prof Yr 4","","27","3.843","33.3","14.8",".",".",".",".",".","3.7",".","33.3",".","3.7","7.4",".","3.7","."
"Professionals","","273","3.755","61.2","18.7","5.9","2.2","0.4",".",".","2.2",".","3.7",".","0.4","5.1",".","0.4","."
"","College Total","95995","3.238","35.5","20.1","19.9","7.8","7.7","2.1","1.1","2.7","0.0","1.4","0.0","0.6","0.7","0.1","0.2","0.1"
