"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","",""
"EGR","College Total","9543","3.250","34.5","20.3","20.7","8.8","7.3","1.8","0.9","3.9","0.0","0.0",".","1.3","0.2","0.2","0.1","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"EGR","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","439","3.074","26.7","25.5","26.0","9.3","7.7","2.1","1.6","0.7",".",".",".",".",".","0.5",".","."
"Sophomore","","931","2.976","23.8","20.8","27.0","12.8","10.5","2.9","1.8",".",".",".",".",".","0.1","0.2",".","."
"Junior","","1970","3.028","25.7","19.8","27.4","12.4","10.3","2.7","1.5","0.1",".",".",".",".",".","0.2",".","."
"Senior","","3817","3.165","30.6","23.1","22.8","10.9","8.9","2.1","0.9","0.4",".",".",".",".","0.2","0.1",".","."
"Undergraduates","","7157","3.099","28.2","22.0","24.8","11.4","9.4","2.4","1.2","0.3",".",".",".",".","0.1","0.2",".","."
"Special","","195","3.597","53.3","16.9","9.7","2.1","2.1","2.1","0.5","6.7",".","0.5",".","0.5","2.6","1.0","2.1","."
"Graduate","","2264","3.772","52.0","14.3","8.0","0.8","0.6",".","0.1","15.2","0.2","2.8","0.0","5.4","0.2","0.0","0.2","0.1"
"","College Total","9616","3.250","34.3","20.1","20.6","8.7","7.2","1.8","0.9","3.9","0.0","0.7","0.0","1.3","0.2","0.2","0.1","0.0"
