"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"","113
024","18","2.583","33.3","5.6","27.8",".","11.1",".","22.2",".",".",".",".",".",".",".",".","."
"","113
026","26","1.981","15.4",".","15.4","11.5","19.2","23.1","15.4",".",".",".",".",".",".",".",".","."
"","113
027","18","2.306","16.7","5.6","16.7",".","38.9","16.7","5.6",".",".",".",".",".",".",".",".","."
"","028
113","15","1.867","6.7","6.7","13.3","6.7","33.3","13.3","20.0",".",".",".",".",".",".",".",".","."
"","113
029","15","1.967","6.7",".","6.7","20.0","40.0","20.0","6.7",".",".",".",".",".",".",".",".","."
"","113
030","20","2.100","5.0","10.0","25.0","10.0","20.0","15.0","15.0",".",".",".",".",".",".",".",".","."
"","113
031","10","1.400","10.0","10.0",".","10.0","10.0","20.0","40.0",".",".",".",".",".",".",".",".","."
"","032
113","24","2.978","20.8","20.8","25.0",".","25.0","4.2",".",".",".",".",".",".",".","4.2",".","."
"","033
113","14","2.321","7.1","14.3","21.4","7.1","28.6","14.3","7.1",".",".",".",".",".",".",".",".","."
"","113
034","14","2.357","21.4",".","21.4",".","42.9",".","14.3",".",".",".",".",".",".",".",".","."
"","113
036","13","2.231","23.1","7.7","7.7","7.7","23.1","15.4","15.4",".",".",".",".",".",".",".",".","."
"","113
037","13","1.692","15.4",".","15.4","15.4","7.7","7.7","38.5",".",".",".",".",".",".",".",".","."
"","038
113","12","1.917","8.3","8.3","16.7","25.0",".","16.7","25.0",".",".",".",".",".",".",".",".","."
"","113
039","19","1.722","10.5",".","5.3",".","42.1","21.1","15.8",".",".",".",".",".","5.3",".",".","."
"Trigonometry","Course Total","564","2.274","16.5","6.9","16.3","7.3","28.0","13.3","11.3",".",".",".",".",".","0.2","0.2",".","."
"","001
130","22","3.045","27.3","22.7","18.2","13.6","9.1","9.1",".",".",".",".",".",".",".",".",".","."
"","130
002","21","3.286","19.0","38.1","28.6","9.5","4.8",".",".",".",".",".",".",".",".",".",".","."
"","130
003","26","3.423","57.7","3.8","19.2","3.8","15.4",".",".",".",".",".",".",".",".",".",".","."
"","130
004","20","3.425","40.0","35.0","10.0","10.0",".","5.0",".",".",".",".",".",".",".",".",".","."
"","130
005","18","3.500","27.8","50.0","16.7","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"Arithmetical Problm Solving","Course Total","107","3.332","35.5","28.0","18.7","8.4","6.5","2.8",".",".",".",".",".",".",".",".",".","."
"","131
001","26","3.327","34.6","23.1","15.4","26.9",".",".",".",".",".",".",".",".",".",".",".","."
"","131
002","22","3.477","45.5","27.3","13.6","4.5","9.1",".",".",".",".",".",".",".",".",".",".","."
"","131
003","28","3.321","28.6","28.6","21.4","21.4",".",".",".",".",".",".",".",".",".",".",".","."
"","131
004","12","3.125","41.7",".","25.0","8.3","25.0",".",".",".",".",".",".",".",".",".",".","."
"","131
005","26","3.423","34.6","30.8","19.2","15.4",".",".",".",".",".",".",".",".",".",".",".","."
"Geom Inference & Reasoning","Course Total","114","3.355","36.0","24.6","18.4","16.7","4.4",".",".",".",".",".",".",".",".",".",".","."
"","001
132","23","3.174","30.4","13.0","34.8","13.0","4.3","4.3",".",".",".",".",".",".",".",".",".","."
"","002
132","30","3.867","83.3","6.7","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","003
132","15","3.400","53.3",".","33.3",".","13.3",".",".",".",".",".",".",".",".",".",".","."
"Mathematical Models","Course Total","68","3.529","58.8","7.4","23.5","4.4","4.4","1.5",".",".",".",".",".",".",".",".",".","."
"","141
001","25","2.541","16.0","16.0","8.0",".","56.0",".","4.0",".",".",".",".",".",".",".",".","."
"","002
141","26","2.438","19.2",".","30.8","7.7","19.2","19.2","3.8",".",".",".",".",".",".",".",".","."
"Topics in College Math","Course Total","51","2.487","17.6","7.8","19.6","3.9","37.3","9.8","3.9",".",".",".",".",".",".",".",".","."
"","210
001","101","3.455","60.4","1.0","21.8","1.0","12.9",".","1.0","1.0",".",".",".",".","1.0",".",".","."
"","210
002","93","2.629","5.4","9.7","35.5","21.5","20.4","6.5","1.1",".",".",".",".",".",".",".",".","."
"","210
003","92","2.978","26.1","14.1","27.2","14.1","10.9","5.4","2.2",".",".",".",".",".",".",".",".","."
"","210
004","94","3.129","29.8","14.9","30.9","10.6","8.5","2.1","2.1",".",".",".",".",".","1.1",".",".","."
"","005
210","222","2.552","16.2","6.3","24.3","7.7","34.2","7.7","3.6",".",".",".",".",".",".",".",".","."
"Topics-Finite Mathematics","Course Total","602","2.868","25.6","8.5","27.1","10.1","20.9","5.0","2.3","0.2",".",".",".",".","0.3",".",".","."
"","001
211","180","2.697","18.9","10.6","24.4","14.4","20.0","7.8","3.9",".",".",".",".",".",".",".",".","."
"","002
211","193","2.259","12.4","6.7","15.5","5.7","40.4","10.9","8.3",".",".",".",".",".",".",".",".","."
"Calculus","Course Total","373","2.471","15.5","8.6","19.8","9.9","30.6","9.4","6.2",".",".",".",".",".",".",".",".","."
"","001
213","16","3.375","31.3","37.5","18.8",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"","002
213","19","3.000","15.8","10.5","42.1","10.5","5.3","5.3",".","5.3",".",".",".",".",".","5.3",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","Page 248 of 383",""
