"","990
059","2","***","","","","","","","","","",".",".","",".",".",".",".","."
"","990
060","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","990
061","2","***","","","","","","","","","",".",".","",".",".",".",".","."
"","990
062","2","***","","","","","","","","","",".",".","",".",".",".",".","."
"Research","Course Total","124","3.873","42.7","2.4","1.6","0.8",".",".",".","38.7","1.6",".","",".","12.1",".",".",".","."
"BIOCHEM
200","Dept. Total","1055","3.254","37.4","12.6","22.2","6.8","6.9","1.5","0.4","10.0","0.3",".","",".","1.4","0.1","0.1","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"200
BIOCHEM","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","7","2.857","14.3","28.6","14.3","28.6",".","14.3",".",".",".",".","",".",".",".",".",".","."
"Sophomore","","51","2.748","19.6","9.8","35.3","5.9","15.7","11.8","2.0",".",".",".","",".",".",".",".",".","."
"Junior","","154","2.916","20.1","11.0","32.5","15.6","17.5","2.6",".",".",".",".","",".",".",".","0.6",".","."
"Senior","","386","3.277","42.7","14.5","24.4","7.8","8.3","1.0","0.5","0.5",".",".","",".",".",".",".","0.3","."
"Undergraduates","","598","3.117","34.6","13.4","27.3","9.9","11.2","2.5","0.5","0.3",".",".","",".",".",".","0.2","0.2","."
"Special","","26","3.353","42.3","11.5","23.1","11.5","7.7",".",".",".",".",".","",".",".","3.8",".",".","."
"Graduate","","419","3.575","40.6","11.9","15.5","1.9","1.0","0.2","0.2","24.1","0.7",".","",".","3.6",".",".",".","0.2"
"Prof Yr 3","","7","3.571","57.1",".",".","28.6",".",".",".","14.3",".",".","",".",".",".",".",".","."
"Prof Yr 4","","5","4.000","60.0",".",".",".",".",".",".","40.0",".",".","",".",".",".",".",".","."
"Professionals","","12","3.793","58.3",".",".","16.7",".",".",".","25.0",".",".","",".",".",".",".",".","."
"","Dept. Total","1055","3.254","37.4","12.6","22.2","6.8","6.9","1.5","0.4","10.0","0.3",".","",".","1.4","0.1","0.1","0.1","0.1"
