"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"AMN","","","","","","","","","","","","","","","","","","","","","","","",""
"AMN","College Total","378","3.783","76.7","13.2","6.1","2.1","0.8","",".","",".","0.8","",".",".",".","",".","",".","0.3",".","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","P","","I","","NW","NR","Other"
"AMN","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","74","3.637","63.5","18.9","13.5","2.7","1.4","",".","",".",".","",".",".",".","",".","",".",".",".","."
"Sophomore","","121","3.743","76.9","14.9","4.1","3.3","0.8","",".","",".",".","",".",".",".","",".","",".",".",".","."
"Junior","","74","3.803","83.8","8.1","4.1","2.7","1.4","",".","",".",".","",".",".",".","",".","",".",".",".","."
"Senior","","111","3.889","82.0","9.9","4.5",".",".","",".","",".","2.7","",".",".",".","",".","",".","0.9",".","."
"Undergraduates","","380","3.783","77.1","12.9","6.1","2.1","0.8","",".","",".","0.8","",".",".",".","",".","",".","0.3",".","."
"Special","","1","3.500",".","100.0",".",".",".","",".","",".",".","",".",".",".","",".","",".",".",".","."
"","College Total","381","3.783","76.9","13.1","6.0","2.1","0.8","",".","",".","0.8","",".",".",".","",".","",".","0.3",".","."
