"Radiology Selective","820
001","","15","4.000","100.0",".","",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Diagnostic Radiol Clerk-CSC","920
001","","12","4.000","100.0",".","",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Gen Radiol Clerk-St Lukes","924
001","","4","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"RADIOL
832","Dept. Total","","31","3.886","87.1","12.9","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"832
RADIOL","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Prof Yr 2","","","1","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","15","3.938","93.3","6.7","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","15","3.833","80.0","20.0","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","31","3.886","87.1","12.9","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","31","3.886","87.1","12.9","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
