"Folk Epics","","","","","","","","","","","","","","","","","","","","","","",""
"Material Culture Analysis","512
001","5","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Amer Folk&Vernacular Music","535
001","21","3.475","38.1","33.3","19.0",".",".","4.8",".","4.8",".","",".",".","",".","",".","",".",".","."
"Seminar in Ethnomusicology","915
001","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"FOLKLORE
380","Dept. Total","415","3.210","23.1","26.7","29.6","7.5","3.1","3.1","1.0","5.8","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"380
FOLKLORE","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","12","2.967","25.0","33.3","16.7","16.7",".",".","8.3",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","61","3.351","31.1","31.1","31.1",".","3.3","3.3",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","102","3.151","24.5","19.6","27.5","16.7","2.9","2.9","1.0","4.9","",".",".","",".","",".","",".",".",".","."
"Senior","","235","3.194","19.1","28.5","31.5","5.1","3.4","3.4","0.9","8.1","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","410","3.201","22.4","26.8","30.0","7.6","3.2","3.2","1.0","5.9","",".",".","",".","",".","",".",".",".","."
"Special","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","4","3.875","75.0","25.0",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","415","3.210","23.1","26.7","29.6","7.5","3.1","3.1","1.0","5.8","",".",".","",".","",".","",".",".",".","."
