"","990
047","","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
048","","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
052","","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Research","Course Total","","4","***","","","","","","","","","","","","","","","","","","","","","","",""
"OBS&GYN
436","Dept. Total","","71","3.589","40.8","42.3","14.1",".","1.4","",".","",".","",".","",".",".","",".","",".","",".",".",".","1.4"
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"436
OBS&GYN","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","1","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","2","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","3","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","4","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","","2","3.500","50.0",".","50.0",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","60","3.568","33.3","48.3","15.0",".","1.7","",".","",".","",".","",".",".","",".","",".","",".",".",".","1.7"
"Prof Yr 4","","","2","3.700","50.0","50.0",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","64","3.569","34.4","46.9","15.6",".","1.6","",".","",".","",".","",".",".","",".","",".","",".",".",".","1.6"
"","Dept. Total","","71","3.589","40.8","42.3","14.1",".","1.4","",".","",".","",".","",".",".","",".","",".","",".",".",".","1.4"
