"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","",""
"EDU","College Total","12208","3.687","55.6","16.9","9.5","2.3","2.1","0.5","0.4","7.4","0.1","3.9",".","0.5","0.3","0.3","0.0","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"EDU","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","927","3.264","37.5","22.9","16.2","5.1","9.1","2.2","1.4","4.5","0.1",".",".",".","0.5","0.5",".","."
"Sophomore","","1496","3.524","47.3","21.1","16.5","4.3","2.6","0.7","0.5","6.3","0.1",".",".",".","0.1","0.4",".","0.1"
"Junior","","1963","3.611","53.0","19.5","10.5","2.8","2.8","0.6","0.8","6.9","0.3","2.1",".",".","0.1","0.7",".","."
"Senior","","4738","3.700","53.4","17.2","9.5","2.1","1.3","0.4","0.2","7.2","0.0","8.3",".",".","0.1","0.2",".","."
"Undergraduates","","9124","3.615","50.7","18.9","11.6","2.9","2.6","0.7","0.5","6.7","0.1","4.8",".",".","0.2","0.4",".","0.0"
"Special","","586","3.776","58.4","15.5","5.3","0.9","2.2","0.3","0.3","8.7","0.2","5.3",".",".","1.0","1.0","0.9","."
"Graduate","","2450","3.901","73.7","9.6","2.9","0.5","0.3",".",".","9.1","0.0","0.2",".","2.7","0.9","0.1",".","0.1"
"Prof Yr 1","","7","3.625","28.6","14.3","14.3",".",".",".",".","42.9",".",".",".",".",".",".",".","."
"Prof Yr 2","","6","3.750","50.0",".","16.7",".",".",".",".","33.3",".",".",".",".",".",".",".","."
"Prof Yr 3","","35","3.706","25.7","22.9","8.6","5.7",".",".",".","34.3",".",".",".",".",".","2.9",".","."
"Professionals","","48","3.702","29.2","18.8","10.4","4.2",".",".",".","35.4",".",".",".",".",".","2.1",".","."
"","College Total","12208","3.687","55.6","16.9","9.5","2.3","2.1","0.5","0.4","7.4","0.1","3.9",".","0.5","0.3","0.3","0.0","0.0"
