"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","","","",""
"MUSIC-PERFORMANCE","Section","","#","Ave","A","AB","B","","BC","C","D","","F","","S","","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","","","","","",""
"","501","008","3","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"","501","019","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"","501","029","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Masters Level-Piano","","Course Total","6","3.917","83.3","16.7","",".",".",".","",".","",".","",".",".",".",".",".",".",".",".","."
"","505","031","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"","505","045","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Masters Level-Voice","","Course Total","2","***","","","","","","","","","","","","","","","","","","","",""
"Masters Level-Flute","507","010","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Masters Level-Horn","517","020","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Masters Level-Trumpet","519","063","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Masters Level-Violin","531","025","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"","532","002","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"","532","038","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"","532","040","3","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Conducting","","Course Total","6","3.684","83.3",".","",".",".","16.7","",".","",".","",".",".",".",".",".",".",".",".","."
"Masters Level-Cello","535","111","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Masters Level-String Bass","537","066","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Accompanying","542","001","3","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Masters Level Composition","548","027","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Organ Improv & Liturgy","562","001","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Fundamentals-Flute","7","001","3","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"","701","007","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"","701","029","3","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"","701","047","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Doctoral Level-Piano","","Course Total","5","***","","","","","","","","","","","","","","","","","","","",""
"Doctoral Level-Organ","703","042","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Doctoral Level-Voice","705","045","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Basic Violin","71","023","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Doctoral Level-Saxophone","713","050","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Doctoral Level-Trumpet","719","063","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Doctoral Level Tuba","725","035","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"","731","009","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"","731","083","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Doctoral Level-Violin","","Course Total","3","***","","","","","","","","","","","","","","","","","","","",""
"Doctoral Level Conducting","732","038","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Doctoral Level-Cello","735","111","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Doctoral Level Composition","748","027","5","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Basic Guitar","76","011","5","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Basic String Bass","77","066","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Basic Harp","79","113","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"","990","006","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"","990","008","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","","","","","","Page 266 of 383",""
