"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"L&S","College Total","81063","3.135","31.3","19.2","22.5","9.1","9.7","2.6","1.5","2.3","0.0","1.1","0.1","0.3","0.1","0.2","0.0","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"L&S","","Grades","GPA","","","","","","","","","","","","","","","",""
"","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Freshmen","","14228","2.830","18.6","17.4","25.7","12.4","16.2","4.9","2.9","0.1","0.0","1.3","0.2",".","0.1","0.2","0.0","."
"Sophomore","","20021","3.041","24.8","20.0","26.7","10.7","11.5","3.1","1.6","0.2","0.0","1.1","0.1",".","0.0","0.1",".","0.0"
"Junior","","17500","3.141","29.8","20.9","25.0","9.9","9.4","2.2","1.4","0.4","0.1","0.5","0.1",".","0.1","0.2","0.0","0.0"
"Senior","","18728","3.234","34.8","20.6","22.0","8.4","7.9","2.0","1.0","1.9","0.0","0.7","0.0",".","0.2","0.3","0.0","0.0"
"Undergraduates","","70477","3.068","27.5","19.9","24.8","10.2","11.0","3.0","1.7","0.7","0.0","0.9","0.1",".","0.1","0.2","0.0","0.0"
"Special","","1181","3.375","37.9","16.7","12.2","4.5","5.0","1.6","1.4","10.9",".","7.1","0.3","0.1","0.9","0.3","1.1","."
"Graduate","","9488","3.788","58.7","14.5","6.7","0.9","0.5","0.0","0.1","13.8","0.1","1.5","0.0","2.2","0.5","0.1","0.1","0.1"
"Prof Yr 1","","8","3.533","37.5",".","25.0",".",".",".",".",".",".","37.5",".",".",".",".",".","."
"Prof Yr 2","","8","3.786","50.0","37.5",".",".",".",".",".","12.5",".",".",".",".",".",".",".","."
"Prof Yr 3","","27","3.812","63.0","22.2","3.7",".",".",".",".","11.1",".",".",".",".",".",".",".","."
"Prof Yr 4","","3","4.000","66.7",".",".",".",".",".",".","33.3",".",".",".",".",".",".",".","."
"Professionals","","46","3.782","56.5","19.6","6.5",".",".",".",".","10.9",".","6.5",".",".",".",".",".","."
"","College Total","81193","3.135","31.3","19.2","22.5","9.1","9.7","2.6","1.5","2.4","0.0","1.1","0.1","0.3","0.1","0.2","0.0","0.0"
