"","990
019","1","***","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
022","1","***","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
083","1","***","","","","","","","","","",".",".","",".","",".",".",".","."
"Thesis","Course Total","5","***","","","","","","","","","","","","","","","","","",""
"ECON
296","Dept. Total","3617","2.903","20.1","17.8","21.0","15.7","14.4","5.1","1.4","4.0","0.2",".","",".","",".","0.1","0.1",".","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"296
ECON","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","810","2.703","12.8","16.7","19.4","19.9","22.3","7.4","1.2",".","0.1",".","",".","",".","0.1",".",".","."
"Sophomore","","946","2.843","15.6","20.1","22.2","18.7","14.9","6.0","1.8","0.3","0.1",".","",".","",".",".","0.2",".","."
"Junior","","679","2.922","20.8","18.9","22.5","16.1","13.4","5.7","1.6","0.6","0.4",".","",".","",".",".",".",".","."
"Senior","","708","2.964","22.2","16.4","24.6","15.3","13.0","3.5","2.0","3.0",".",".","",".","",".",".","0.1",".","."
"Undergraduates","","3143","2.850","17.5","18.1","22.1","17.7","16.1","5.8","1.7","0.9","0.2",".","",".","",".","0.0","0.1",".","."
"Special","","54","3.176","37.0","18.5","7.4","9.3","9.3","7.4",".","9.3",".",".","",".","",".",".","1.9",".","."
"Graduate","","419","3.573","37.5","15.8","14.6","1.7","2.4",".",".","27.0","0.5",".","",".","",".","0.2",".",".","0.5"
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".","",".",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".","",".",".",".",".","."
"","Dept. Total","3617","2.903","20.1","17.8","21.0","15.7","14.4","5.1","1.4","4.0","0.2",".","",".","",".","0.1","0.1",".","0.1"
