"","990
092","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
094","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
096","3","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
097","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research","Course Total","92","3.991","66.3",".","1.1",".",".",".",".","30.4","",".",".","",".","2.2",".",".",".","."
"PHYSICS
754","Dept. Total","2520","2.947","19.3","17.4","27.5","14.4","16.9","1.4","0.9","1.7","",".","0.1","",".","0.1","0.1","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"754
PHYSICS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","340","2.699","12.9","10.9","25.6","17.6","28.2","2.4","1.8","0.3","",".",".","",".",".",".","0.3",".","."
"Sophomore","","751","2.839","11.7","18.0","31.2","16.0","20.6","1.2","1.1",".","",".","0.1","",".",".",".","0.1",".","."
"Junior","","684","2.958","18.0","16.5","29.4","18.7","15.1","1.8","0.4","0.1","",".",".","",".",".",".",".",".","."
"Senior","","503","3.083","23.3","24.1","25.4","10.3","13.3","1.2","1.0","0.6","",".","0.2","",".",".","0.4","0.2",".","."
"Undergraduates","","2278","2.901","16.3","17.8","28.5","15.8","18.5","1.5","1.0","0.2","",".","0.1","",".",".","0.1","0.1",".","."
"Special","","39","3.163","28.2","25.6","23.1","5.1","15.4",".","2.6",".","",".",".","",".",".",".",".",".","."
"Graduate","","203","3.711","51.2","11.3","16.3","1.0",".",".",".","18.7","",".",".","",".","1.0","0.5",".",".","."
"","Dept. Total","2520","2.947","19.3","17.4","27.5","14.4","16.9","1.4","0.9","1.7","",".","0.1","",".","0.1","0.1","0.1",".","."
