"L&S","","","","","","","","","","","","","","","","","","","",""
"PHYSICS","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"754
PHYSICS","","","","","","","","","","","","","","","","","","","",""
"General Physics","103","001","229","2.768","17.5","17.9","19.2","12.7","24.0","5.7","2.6",".",".",".",".",".",".","0.4",".","."
"","104","001","262","3.054","18.3","20.2","32.4","12.6","15.3","0.8",".",".",".",".",".",".","0.4",".",".","."
"","104","002","140","2.871","15.0","15.7","29.3","18.6","18.6","0.7","2.1",".",".",".",".",".",".",".",".","."
"General Physics","","Course Total","402","2.990","17.2","18.7","31.3","14.7","16.4","0.7","0.7",".",".",".",".",".","0.2",".",".","."
"Ideas of Modern Physics","107","001","203","2.920","11.8","17.7","33.0","21.7","11.8","1.5","1.0","0.5",".",".",".",".",".","1.0",".","."
"","109","001","91","3.203","17.6","22.0","47.3","9.9","3.3",".",".",".",".",".",".",".",".",".",".","."
"","109","002","85","3.194","16.5","25.9","41.2","12.9","3.5",".",".",".",".",".",".",".",".",".",".","."
"Physics in the Arts","","Course Total","176","3.199","17.0","23.9","44.3","11.4","3.4",".",".",".",".",".",".",".",".",".",".","."
"","198","024","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","198","061","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","","Course Total","2","***","","","","","","","","","","","","","","","",""
"","201","001","181","2.677","13.3","7.7","23.8","18.2","35.4",".","1.7",".",".",".",".",".",".",".",".","."
"","201","002","154","2.818","14.9","12.3","26.0","14.9","31.8",".",".",".",".",".",".",".",".",".",".","."
"General Physics","","Course Total","335","2.742","14.0","9.9","24.8","16.7","33.7",".","0.9",".",".",".",".",".",".",".",".","."
"","202","001","124","2.935","14.5","18.5","27.4","20.2","18.5","0.8",".",".",".",".",".",".",".",".",".","."
"","202","002","185","2.808","12.4","15.7","24.9","23.8","20.5","1.1","1.6",".",".",".",".",".",".",".",".","."
"General Physics","","Course Total","309","2.859","13.3","16.8","25.9","22.3","19.7","1.0","1.0",".",".",".",".",".",".",".",".","."
"Mod Physics for Engineers","205","001","32","2.609","3.1","9.4","25.0","43.8","15.6",".","3.1",".",".",".",".",".",".",".",".","."
"Special Topics in Physics","206","001","13","3.273","23.1","15.4","38.5",".","7.7",".",".","15.4",".",".",".",".",".",".",".","."
"General Physics","207","001","132","2.811","12.1","15.2","33.3","10.6","25.8","1.5","1.5",".",".",".",".",".",".",".",".","."
"General Physics","208","001","142","3.057","10.6","28.2","35.9","16.9","5.6","1.4","0.7","0.7",".",".",".",".",".",".",".","."
"Intro to Modern Physics","241","001","35","3.329","40.0","11.4","34.3","2.9","11.4",".",".",".",".",".",".",".",".",".",".","."
"Modern Physics","244","001","109","2.583","7.3","12.8","22.0","17.4","33.9","6.4",".",".",".",".",".",".",".",".",".","."
"Intro-Medical Physics","265","001","9","3.222",".","66.7","22.2",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"Physics Today","301","001","23","3.630","56.5","39.1",".",".",".",".","4.3",".",".",".",".",".",".",".",".","."
"","308","001","8","3.313",".","62.5","37.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","308","004","6","3.667","33.3","66.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","308","005","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Intermediate Lab-Electromag","","Course Total","17","3.471","11.8","70.6","17.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Mechanics","311","001","21","3.786","76.2","9.5","9.5","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"Elect Circuits & Electronic","321","001","8","3.063","12.5","25.0","37.5","12.5","12.5",".",".",".",".",".",".",".",".",".",".","."
"Electromagnetic Fields","322","001","21","3.119","23.8","14.3","38.1","9.5","14.3",".",".",".",".",".",".",".",".",".",".","."
"Wave Motion and Optics","325","001","20","3.400","40.0","20.0","25.0","10.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"Acoustics for Musicians","371","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Laboratory","407","001","12","3.281","25.0","8.3","58.3",".",".",".",".",".",".",".",".",".","8.3",".",".","."
"Thermal Physics","415","001","11","3.273","27.3","27.3","27.3","9.1","9.1",".",".",".",".",".",".",".",".",".",".","."
"Atomic and Quantum Physics","449","001","19","3.079","26.3","21.1","26.3","5.3","15.8","5.3",".",".",".",".",".",".",".",".",".","."
"Sci Bckgrnd-Globl Envr Prob","472","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","499","047","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","499","061","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","499","070","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","","Course Total","4","***","","","","","","","","","","","","","","","",""
