"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","",""
"ESL: Grammar-Academic Use","Course Total","32","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","116
001","17","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","116
002","18","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"ESL:Academc Readng&Vocablry","Course Total","35","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
001","17","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
002","16","",".",".",".",".",".",".",".",".",".","87.5","12.5",".",".",".",".","."
"","117
003","16","",".",".",".",".",".",".",".",".",".","87.5","12.5",".",".",".",".","."
"","117
004","14","",".",".",".",".",".",".",".",".",".","85.7","7.1",".",".","7.1",".","."
"ESL: Academic Writing I","Course Total","63","",".",".",".",".",".",".",".",".",".","90.5","7.9",".",".","1.6",".","."
"","001
118","17","3.676","41.2","52.9","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","118
002","17","3.853","70.6","29.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","118
003","16","3.594","50.0","31.3","6.3","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"","118
004","16","3.438","12.5","75.0","6.3",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"","005
118","17","3.441","41.2","29.4","11.8","11.8","5.9",".",".",".",".",".",".",".",".",".",".","."
"","006
118","17","3.406","35.3","23.5","23.5","5.9","5.9",".",".",".",".",".",".",".","5.9",".",".","."
"","118
007","16","3.625","37.5","50.0","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"ESL: Academic Writing II","Course Total","116","3.578","41.4","41.4","9.5","4.3","2.6",".",".",".",".",".",".",".","0.9",".",".","."
"ESL:Oral Communicatn Skills","122
001","17","",".",".",".",".",".",".",".",".",".","94.1","5.9",".",".",".",".","."
"","201
002","18","3.361","22.2","38.9","27.8","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","201
004","17","3.824","70.6","23.5","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","005
201","13","3.615","46.2","30.8","23.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
007","15","3.400","46.7","13.3","26.7",".","13.3",".",".",".",".",".",".",".",".",".",".","."
"","201
009","20","3.625","40.0","50.0","5.0","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"","010
201","19","3.737","57.9","36.8",".","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","201
011","16","3.688","43.8","50.0","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","013
201","17","3.735","52.9","41.2","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
016","19","3.474","36.8","26.3","31.6","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","201
018","16","3.563","50.0","25.0","18.8",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"","019
201","16","3.906","81.3","18.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
020","19","3.868","73.7","26.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
021","17","3.324","17.6","47.1","23.5","5.9","5.9",".",".",".",".",".",".",".",".",".",".","."
"","201
025","15","3.633","40.0","46.7","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
027","17","3.500","17.6","76.5",".",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"","201
028","20","3.850","70.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","029
201","17","3.471","41.2","29.4","17.6","5.9","5.9",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Composition","Course Total","291","3.625","47.8","36.1","11.7","2.4","2.1",".",".",".",".",".",".",".",".",".",".","."
"","001
203","17","3.471","41.2","17.6","35.3","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"","002
203","14","3.750","64.3","21.4","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
003","15","3.133","20.0","40.0","20.0","13.3",".",".","6.7",".",".",".",".",".",".",".",".","."
"","203
004","14","3.179","21.4","21.4","28.6","28.6",".",".",".",".",".",".",".",".",".",".",".","."
"Creatv Writng:Beg Fict&Poet","Course Total","60","3.383","36.7","25.0","25.0","11.7",".",".","1.7",".",".",".",".",".",".",".",".","."
"","001
207","238","3.211","20.2","28.2","32.4","12.2","2.9","0.4","1.3","0.8",".",".",".",".","0.4","1.3",".","."
"","207
002","252","3.177","17.1","26.2","37.3","14.7","3.6","0.8",".","0.4",".",".",".",".",".",".",".","."
"","003
207","235","3.296","21.3","32.3","34.9","7.2","4.3",".",".",".",".",".",".",".",".",".",".","."
"","207
092","19","3.132","15.8","15.8","57.9",".","10.5",".",".",".",".",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","Page 201 of 383",""
