"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"","329
001","9","3.056","22.2","33.3","33.3",".",".",".","11.1",".",".",".",".",".",".",".",".","."
"","329
002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Taxatn:Bus & Persnl Planng","Course Total","11","3.000","18.2","27.3","36.4","9.1",".",".","9.1",".",".",".",".",".",".",".",".","."
"Legal Writing-Foreign Stdts","001
603","9","3.611","33.3","55.6","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sociology and Law","641
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","713
001","57","3.404","35.1","19.3","38.6","5.3","1.8",".",".",".",".",".",".",".",".",".",".","."
"","002
713","18","3.667","33.3","66.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Legal Process","Course Total","75","3.467","34.7","30.7","29.3","4.0","1.3",".",".",".",".",".",".",".",".",".",".","."
"","721
001","48","3.396","27.1","27.1","43.8","2.1",".",".",".",".",".",".",".",".",".",".",".","."
"","002
721","12","3.333","33.3","25.0","25.0","8.3","8.3",".",".",".",".",".",".",".",".",".",".","."
"Contracts II","Course Total","60","3.383","28.3","26.7","40.0","3.3","1.7",".",".",".",".",".",".",".",".",".",".","."
"","723
001","18","3.361","11.1","61.1","22.2",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"","723
002","18","3.417","16.7","55.6","22.2","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","003
723","19","3.474","26.3","52.6","15.8",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"","723
004","18","3.306","16.7","38.9","38.9",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"","005
723","19","3.342","26.3","31.6","31.6","5.3","5.3",".",".",".",".",".",".",".",".",".",".","."
"","006
723","17","3.441","35.3","29.4","29.4",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"","723
007","14","3.321","21.4","35.7","28.6","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","008
723","18","3.389","22.2","33.3","44.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
009","17","3.294","11.8","58.8","11.8","11.8","5.9",".",".",".",".",".",".",".",".",".",".","."
"","723
010","19","3.368","10.5","52.6","36.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","011
723","18","3.135","22.2","33.3","38.9",".",".",".","5.6",".",".",".",".",".",".",".",".","."
"","723
012","19","3.395","21.1","36.8","42.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Legal Research and Writing","Course Total","214","3.354","20.1","43.5","30.4","2.8","2.8",".","0.5",".",".",".",".",".",".",".",".","."
"","724
002","50","3.500","46.0","18.0","30.0","2.0",".","4.0",".",".",".",".",".",".",".",".",".","."
"","003
724","58","3.431","37.9","20.7","32.8","6.9","1.7",".",".",".",".",".",".",".",".",".",".","."
"","724
004","57","3.596","49.1","21.1","29.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","724
005","56","3.580","44.6","26.8","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Property","Course Total","221","3.527","44.3","21.7","30.3","2.3","0.5","0.9",".",".",".",".",".",".",".",".",".","."
"","725
001","51","3.461","45.1","15.7","31.4","2.0","5.9",".",".",".",".",".",".",".",".",".",".","."
"","725
002","38","3.526","50.0","15.8","26.3","5.3","2.6",".",".",".",".",".",".",".",".",".",".","."
"","003
725","51","3.520","37.3","29.4","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","725
004","57","3.596","38.6","43.9","15.8","1.8",".",".",".",".",".",".",".",".",".",".",".","."
"","005
725","38","3.553","57.9","10.5","23.7",".","2.6","5.3",".",".",".",".",".",".",".",".",".","."
"Intro to Criminal Procedure","Course Total","235","3.532","44.7","24.7","26.0","1.7","2.1","0.9",".",".",".",".",".",".",".",".",".","."
"","731
001","84","3.565","45.2","27.4","25.0",".",".","2.4",".",".",".",".",".",".",".",".",".","."
"","731
002","25","3.500","40.0","8.0","24.0","8.0",".",".",".","20.0",".",".",".",".",".",".",".","."
"Constitutional Law I","Course Total","109","3.553","44.0","22.9","24.8","1.8",".","1.8",".","4.6",".",".",".",".",".",".",".","."
"Trusts and Estates","001
733","138","3.233","36.2","13.0","9.4","3.6","2.9","10.9",".","23.9",".",".",".",".",".",".",".","."
"Secured Transactions","736
001","34","3.393","29.4","14.7","29.4","8.8",".",".",".","17.6",".",".",".",".",".",".",".","."
"","740
001","39","3.697","56.4","23.1","17.9",".",".",".",".",".",".",".",".",".",".",".",".","2.6"
"","002
740","72","3.500","38.9","22.2","22.2","2.8","1.4","1.4",".","11.1",".",".",".",".",".",".",".","."
"Constitutional Law II","Course Total","111","3.574","45.0","22.5","20.7","1.8","0.9","0.9",".","7.2",".",".",".",".",".",".",".","0.9"
"Bus Orgnztions II:Publ Corp","001
741","57","3.593","43.9","17.5","7.0","1.8","1.8","3.5",".","24.6",".",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","Page 320 of 383",""
