"","996
025","4","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","996
041","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research-Plant Physiology","Course Total","10","4.000","60.0",".",".",".",".",".",".","20.0","",".",".","",".","20.0",".",".",".","."
"Independent Work","999
043","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"BOTANY
208","Dept. Total","870","3.001","38.9","15.1","15.9","5.9","14.4","5.3","1.6","2.4","",".",".","",".","0.3","0.1",".","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"208
BOTANY","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","61","2.542","29.5","4.9","13.1","9.8","29.5","9.8","3.3",".","",".",".","",".",".",".",".",".","."
"Sophomore","","183","2.736","26.2","16.4","19.7","6.0","18.0","10.4","3.3",".","",".",".","",".",".",".",".",".","."
"Junior","","216","2.880","29.6","15.7","19.0","6.5","20.4","6.5","1.9",".","",".",".","",".",".",".",".",".","0.5"
"Senior","","245","3.144","42.4","16.3","17.6","6.9","12.2","2.9","0.8","0.4","",".",".","",".",".","0.4",".",".","."
"Undergraduates","","705","2.888","33.2","15.2","18.2","6.8","17.7","6.5","2.0","0.1","",".",".","",".",".","0.1",".",".","0.1"
"Special","","10","3.435","40.0","20.0","20.0","20.0",".",".",".",".","",".",".","",".",".",".",".",".","."
"Graduate","","154","3.840","64.3","14.3","5.2","0.6",".",".",".","13.0","",".",".","",".","1.9",".",".","0.6","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"","Dept. Total","870","3.001","38.9","15.1","15.9","5.9","14.4","5.3","1.6","2.4","",".",".","",".","0.3","0.1",".","0.1","0.1"
