"TERM : 0984","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar"
"Spring 1997-98","","","","","","","","","","","","","","","","Institutional Reporting"
"","","","","University of Wisconsin - Madison","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","",""
"MOLECULAR BIOLOGY","Section
#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"650
MOL BIOL","","","","","","","","","","","","","","","",""
"Senior Honors Thesis","682
003
15","3.967","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".   
.   
."
"Sr Honors Smr in Molec Biol","686
001
7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".   
.   
."
"Senior Thesis","692
003
5","***","","","","","","","","","",".",".",".",".",".   
.   
."
"Directed Studies-Molec Biol","699
003
17","3.952","88.2","11.8",".",".",".",".",".",".",".",".",".",".",".",".   
.   
."
"MOL BIOL
650","44
Dept. Total","3.936","86.4","13.6",".",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"650
MOL BIOL","","","","","","","","","","","","","","","",""
"Junior","5","3.813","80.0","20.0",".",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"Senior","39","3.946","87.2","12.8",".",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"Undergraduates","44","3.936","86.4","13.6",".",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"","Dept. Total
44","3.936","86.4","13.6",".",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"March 29, 2013","","","","","","","","","","","","","","","","Page 256 of 383"
"* Please note: This report does not combine crosslisted courses","","","","","","","","","","","","","","","",""
"*** Please note: In order to protect student privacy, grade distributions for classes or class sections with fewer than five students have been redacted.","","","","","","","","","","","","","","","",""
