"","999
092","2","***","","","","","","","","","",".",".",".",".","",".",".","."
"","999
095","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"","999
105","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"Indep Study & Research","Course Total","6","3.885","66.7","16.7",".",".",".",".",".","16.7",".",".",".",".","",".",".",".","."
"COMP SCI
266","Dept. Total","3616","3.141","25.8","19.0","20.8","8.5","9.0","2.5","1.8","1.3","0.0","9.0","1.9","0.2","",".","0.0","0.0","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","539","3.095","16.5","21.3","20.0","9.1","6.1","1.5","3.0",".",".","18.7","3.7",".","",".",".",".","."
"Sophomore","","973","3.108","20.2","18.8","24.3","8.4","8.7","2.5","1.6","0.1",".","13.2","2.1",".","",".","0.1",".","."
"Junior","","736","2.951","17.5","18.2","24.5","12.0","14.1","3.5","1.9","0.4",".","5.3","2.4",".","",".",".",".","0.1"
"Senior","","650","2.986","21.2","18.2","21.8","10.6","13.4","4.5","1.7","1.2",".","6.0","1.4",".","",".",".",".","."
"Undergraduates","","2898","3.036","19.1","19.0","23.0","9.9","10.7","3.0","2.0","0.4",".","10.6","2.3",".","",".","0.0",".","0.0"
"Special","","87","3.169","26.4","24.1","21.8","3.4","8.0","3.4","2.3",".",".","9.2","1.1",".","",".",".",".","."
"Graduate","","630","3.662","56.8","18.6","10.5","2.7","1.6","0.3","0.8","5.7","0.2","1.6","0.2","1.0","",".",".","0.2","."
"Prof Yr 1","","1","",".",".",".",".",".",".",".",".",".","100.0",".",".","",".",".",".","."
"Professionals","","1","",".",".",".",".",".",".",".",".",".","100.0",".",".","",".",".",".","."
"","Dept. Total","3616","3.141","25.8","19.0","20.8","8.5","9.0","2.5","1.8","1.3","0.0","9.0","1.9","0.2","",".","0.0","0.0","0.0"
