"ELECTRICAL AND COMPUTER E Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","","",""
"552","002","","15","2.833","26.7","6.7","26.7","13.3","13.3","13.3",".",".",".",".",".",".",".",".",".","."
"Intro-Computer Architecture","Course Total","","34","2.985","29.4","14.7","17.6","17.6","11.8","8.8",".",".",".",".",".",".",".",".",".","."
"554
Digital Engineering Lab","001","","17","3.618","47.1","29.4","23.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"555
Digital Circuits&Components","001","","69","3.029","23.2","24.6","21.7","13.0","8.7","8.7",".",".",".",".",".",".",".",".",".","."
"601
Topics-Elec&Computer Engr","001","","24","3.500","29.2","37.5","29.2",".",".",".",".","4.2",".",".",".",".",".",".",".","."
"602
Spec Topics-Elec&Comptr Eng","001","","23","3.413","21.7","52.2","17.4","4.3","4.3",".",".",".",".",".",".",".",".",".",".","."
"699","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","020","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","037","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","049","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","055","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","067","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","","17","3.929","76.5","11.8",".",".",".",".",".","5.9",".",".",".","5.9",".",".",".","."
"711","001","","10","3.444","40.0","20.0","20.0",".","10.0",".",".","10.0",".",".",".",".",".",".",".","."
"711","003","","9","3.625","22.2","11.1","11.1",".",".",".",".","22.2",".",".",".",".","33.3",".",".","."
"Dynamcs& Control-AC Drives","Course Total","","19","3.500","31.6","15.8","15.8",".","5.3",".",".","15.8",".",".",".",".","15.8",".",".","."
"719
Optimal Systems I","001","","9","3.875","66.7","22.2",".",".",".",".",".",".",".",".",".",".",".","11.1",".","."
"724
Waves&Instabilities-Plasmas","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"730
Probability&Stochastic Proc","001","","21","3.528","38.1","19.0","23.8","4.8",".",".",".","14.3",".",".",".",".",".",".",".","."
"731
Adv Power System Analysis","001","","8","3.333",".","50.0","25.0",".",".",".",".","25.0",".",".",".",".",".",".",".","."
"732
Adv Digital Signal Procesng","001","","12","3.542","33.3","41.7","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"734
VLSI Array-Dig Signal Proc","001","","8","3.875","87.5",".","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"739","001","","7","3.917","71.4","14.3",".",".",".",".",".",".",".",".",".",".","14.3",".",".","."
"739","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Automation & Robotics","Course Total","","8","3.917","62.5","12.5",".",".",".",".",".",".",".",".",".",".","25.0",".",".","."
"751
Algorithmic Logic Design","001","","8","3.438","37.5","12.5","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"752
Adv Computer Architecture I","001","","22","3.429","31.8","27.3","27.3","9.1",".",".",".","4.5",".",".",".",".",".",".",".","."
"753
Fault-Tolerant Computing","001","","17","3.588","47.1","23.5","29.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"757
Adv Computr Architecture II","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"790","004","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","010","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","016","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","017","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","018","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","023","","1","***","","","","","","","","","",".",".",".",".",".",".","."
