"","990
049","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
050","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
054","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research","Course Total","70","4.000","55.7",".",".",".",".",".",".","37.1","",".",".","",".","7.1",".",".",".","."
"ZOOLOGY
970","Dept. Total","3255","2.984","29.2","12.5","25.9","7.8","15.7","4.8","1.2","1.5","",".","1.1","",".","0.2","0.1","0.0",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"970
ZOOLOGY","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","531","2.608","13.2","14.3","29.0","10.5","22.8","8.7","1.5",".","",".",".","",".",".",".",".",".","."
"Sophomore","","711","2.840","23.6","13.1","28.6","7.0","20.3","6.2","1.1","0.1","",".",".","",".",".",".",".",".","."
"Junior","","659","3.080","29.4","14.0","28.8","9.6","13.8","2.7","1.4","0.2","",".","0.2","",".",".",".",".",".","."
"Senior","","1118","3.093","33.6","11.2","25.6","7.5","13.5","3.9","1.1","0.1","",".","3.1","",".",".","0.3","0.1",".","."
"Undergraduates","","3019","2.947","26.8","12.8","27.6","8.4","16.8","5.0","1.2","0.1","",".","1.2","",".",".","0.1","0.0",".","."
"Special","","44","3.170","38.6","20.5","6.8","4.5","4.5","9.1","2.3","13.6","",".",".","",".",".",".",".",".","."
"Graduate","","196","3.885","63.8","6.1","4.1",".","0.5",".",".","23.0","",".",".","",".","2.6",".",".",".","."
"","Dept. Total","3259","2.984","29.2","12.5","25.9","7.8","15.6","4.8","1.2","1.7","",".","1.1","",".","0.2","0.1","0.0",".","."
