"COMPUTER SCIENCES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","",""
"","110
001","24","",".",".",".",".",".",".",".",".",".","79.2","20.8",".",".",".",".","."
"","002
110","18","",".",".",".",".",".",".",".",".",".","66.7","33.3",".",".",".",".","."
"","110
003","18","",".",".",".",".",".",".",".",".",".","88.9","11.1",".",".",".",".","."
"","004
110","24","",".",".",".",".",".",".",".",".",".","91.7","8.3",".",".",".",".","."
"","005
110","24","",".",".",".",".",".",".",".",".",".","95.8","4.2",".",".",".",".","."
"","110
006","20","",".",".",".",".",".",".",".",".",".","65.0","35.0",".",".",".",".","."
"","110
007","20","",".",".",".",".",".",".",".",".",".","70.0","30.0",".",".",".",".","."
"","110
008","21","",".",".",".",".",".",".",".",".",".","76.2","23.8",".",".",".",".","."
"","110
009","23","",".",".",".",".",".",".",".",".",".","87.0","13.0",".",".",".",".","."
"","110
010","25","",".",".",".",".",".",".",".",".",".","76.0","24.0",".",".",".",".","."
"","110
011","23","",".",".",".",".",".",".",".",".",".","91.3","8.7",".",".",".",".","."
"","110
012","23","",".",".",".",".",".",".",".",".",".","65.2","34.8",".",".",".",".","."
"","110
013","15","",".",".",".",".",".",".",".",".",".","93.3","6.7",".",".",".",".","."
"","014
110","16","",".",".",".",".",".",".",".",".",".","68.8","31.3",".",".",".",".","."
"","015
110","18","",".",".",".",".",".",".",".",".",".","77.8","22.2",".",".",".",".","."
"","110
016","20","",".",".",".",".",".",".",".",".",".","85.0","15.0",".",".",".",".","."
"","110
090","34","",".",".",".",".",".",".",".",".",".","97.1","2.9",".",".",".",".","."
"","110
091","29","",".",".",".",".",".",".",".",".",".","93.1","6.9",".",".",".",".","."
"Intro Computer Programming","Course Total","395","",".",".",".",".",".",".",".",".",".","82.5","17.5",".",".",".",".","."
"","132
001","249","3.274","28.1","35.7","19.7","8.4","2.8","2.8","2.0",".",".",".",".",".",".",".",".","0.4"
"","132
002","222","3.370","31.5","31.5","27.0","3.6","2.3","1.4","1.4","0.9",".",".",".",".",".","0.5",".","."
"","132
003","256","3.365","31.6","24.2","36.7","3.5","2.7","0.8","0.4",".",".",".",".",".",".",".",".","."
"","132
004","229","3.280","24.5","26.6","37.6","3.9","3.9","0.9","0.9","1.7",".",".",".",".",".",".",".","."
"Using Computers","Course Total","956","3.322","29.0","29.5","30.2","4.9","2.9","1.5","1.2","0.6",".",".",".",".",".","0.1",".","0.1"
"","302
001","19","2.816","21.1","15.8","21.1","10.5","26.3",".","5.3",".",".",".",".",".",".",".",".","."
"","302
002","18","3.222","33.3","27.8","22.2","5.6",".","11.1",".",".",".",".",".",".",".",".",".","."
"","302
003","20","2.675","15.0","15.0","30.0","10.0","10.0","20.0",".",".",".",".",".",".",".",".",".","."
"","302
004","18","2.694","27.8","16.7","11.1","11.1","16.7","5.6","11.1",".",".",".",".",".",".",".",".","."
"","302
006","20","2.579","15.0","20.0","10.0","20.0","15.0","5.0","10.0","5.0",".",".",".",".",".",".",".","."
"","007
302","19","3.053","15.8","31.6","21.1","21.1","5.3","5.3",".",".",".",".",".",".",".",".",".","."
"","008
302","23","2.523","13.0","13.0","21.7","8.7","26.1","4.3","8.7","4.3",".",".",".",".",".",".",".","."
"","302
010","17","2.529","5.9","11.8","29.4","11.8","35.3",".","5.9",".",".",".",".",".",".",".",".","."
"","302
011","17","2.900","23.5","17.6","5.9","11.8","23.5","5.9",".","11.8",".",".",".",".",".",".",".","."
"","302
012","20","2.700","25.0","10.0","20.0","10.0","15.0","20.0",".",".",".",".",".",".",".",".",".","."
"","014
302","18","2.639","33.3","5.6","11.1","11.1","22.2","5.6","11.1",".",".",".",".",".",".",".",".","."
"","302
015","17","2.031","11.8",".","17.6","17.6","17.6","11.8","17.6","5.9",".",".",".",".",".",".",".","."
"","302
016","18","2.667","16.7","5.6","27.8","16.7","27.8",".","5.6",".",".",".",".",".",".",".",".","."
"","017
302","18","2.778","22.2","11.1","16.7","11.1","33.3","5.6",".",".",".",".",".",".",".",".",".","."
"","018
302","19","2.222","5.3","15.8","21.1","15.8","10.5","10.5","15.8","5.3",".",".",".",".",".",".",".","."
"","302
019","18","2.639","27.8","16.7","5.6","22.2","5.6","11.1","11.1",".",".",".",".",".",".",".",".","."
"","302
020","17","2.794","17.6","11.8","35.3","5.9","23.5",".","5.9",".",".",".",".",".",".",".",".","."
"","302
021","20","2.800","25.0","5.0","25.0","15.0","20.0","10.0",".",".",".",".",".",".",".",".",".","."
"","029
302","14","2.643","14.3","7.1","50.0","7.1","7.1",".","14.3",".",".",".",".",".",".",".",".","."
"","302
031","20","2.875","25.0","15.0","10.0","10.0","40.0",".",".",".",".",".",".",".",".",".",".","."
"","033
302","16","2.719","25.0","12.5","18.8","6.3","25.0","6.3","6.3",".",".",".",".",".",".",".",".","."
"","302
037","18","2.889","27.8","11.1","22.2","22.2","5.6","5.6","5.6",".",".",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","Page 189 of 383",""
