"PSYCHOLOGY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","","",""
"692","031","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Undergraduate Thesis","Course Total","","4","***","","","","","","","","","","","","","","","",""
"693","052","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"693","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Animal Behavior Problems","Course Total","","4","***","","","","","","","","","","","","","","","",""
"694","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"694","016","","10","3.842","80.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"694","025","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"694","031","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"694","060","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Probs-Developmental Psych","Course Total","","21","3.936","90.5","4.8","4.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","002","","15","3.930","93.3",".","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"695","006","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"695","011","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"695","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"695","022","","7","3.925","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","024","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"695","032","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"695","040","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Probs-Clinical Psychology","Course Total","","43","3.963","95.3","2.3","2.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"697","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"697","007","","8","3.913","87.5",".","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"697","011","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"697","012","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"697","014","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"697","017","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"697","023","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"697","031","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"697","037","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"697","040","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"697","042","","9","3.880","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"697","057","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"697","059","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Problems in Human Behavior","Course Total","","48","3.948","91.7","6.3","2.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","023","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","027","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","040","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","047","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","048","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","","Page 282 of 383",""
