"ENGR PROFESSIONAL DEVELO Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"348
E P D","","","","","","","","","","","","","","","","","","",""
"","101
001","45","3.667","35.6","53.3","4.4",".",".",".",".","4.4",".",".",".",".",".","2.2",".","."
"","101
002","111","3.167","22.5","34.2","22.5","9.9","5.4","3.6","1.8",".",".",".",".",".",".",".",".","."
"Contemp Iss-Engr Profession","Course Total","156","3.304","26.3","39.7","17.3","7.1","3.8","2.6","1.3","1.3",".",".",".",".",".","0.6",".","."
"Technical Info Resources","151
001","40","3.408","27.5","42.5","12.5","10.0",".","2.5",".",".",".",".",".",".","2.5","2.5",".","."
"","155
001","19","3.421","15.8","52.6","31.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","155
002","20","3.025","10.0","25.0","35.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".","."
"","155
003","20","3.289","15.0","25.0","55.0",".",".",".",".","5.0",".",".",".",".",".",".",".","."
"","155
004","20","3.450","25.0","40.0","35.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","155
005","19","3.158","15.8","42.1","26.3","10.5",".",".","5.3",".",".",".",".",".",".",".",".","."
"","155
006","16","3.156","25.0","25.0","18.8","18.8","12.5",".",".",".",".",".",".",".",".",".",".","."
"","155
007","20","3.475","30.0","35.0","35.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","008
155","14","3.071","14.3","21.4","35.7","21.4","7.1",".",".",".",".",".",".",".",".",".",".","."
"","155
009","20","3.375","30.0","35.0","30.0",".",".","5.0",".",".",".",".",".",".",".",".",".","."
"","155
010","20","2.875","10.0","15.0","45.0","20.0","5.0",".","5.0",".",".",".",".",".",".",".",".","."
"","155
011","19","3.632","36.8","52.6","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","155
012","18","2.944","11.1","16.7","50.0","16.7",".",".","5.6",".",".",".",".",".",".",".",".","."
"Basic Communication","Course Total","225","3.246","20.0","32.4","34.2","8.4","2.7","0.4","1.3","0.4",".",".",".",".",".",".",".","."
"Teams & Engr Profession","265
001","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","275
001","13","3.577","38.5","46.2","7.7","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","002
275","21","3.857","76.2","19.0","4.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","275
003","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Technical Presentations","Course Total","54","3.843","75.9","18.5","3.7","1.9",".",".",".",".",".",".",".",".",".",".",".","."
"Japanese Lang&Cult-Prof II","308
002","6","3.625","33.3","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".","33.3","."
"","332
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","332
002","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Basic Technical Japanese II","Course Total","7","3.857","85.7",".","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","375
001","6","3.667","50.0","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","375
002","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intermed Tech Japanese II","Course Total","14","3.857","78.6","14.3","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"User Manuals/Software Docmt","392
001","11","3.833","54.5","27.3",".",".",".",".",".","9.1",".",".",".",".","9.1",".",".","."
"Technical Communication","397
001","144","3.602","49.3","27.1","18.1","1.4","2.8",".",".",".",".",".",".",".","1.4",".",".","."
"Tech Communications Intrshp","398
001","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Technical Editing","497
001","8","4.000","87.5",".",".",".",".",".",".",".",".",".",".",".",".",".","12.5","."
"","597
001","15","3.750","46.7","46.7",".",".",".",".",".","6.7",".",".",".",".",".",".",".","."
"","597
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Tech&Professnl Communicatn","Course Total","16","3.750","43.8","43.8",".",".",".",".",".","12.5",".",".",".",".",".",".",".","."
"","690
001","15","3.962","80.0","6.7",".",".",".",".",".","13.3",".",".",".",".",".",".",".","."
"","690
002","14","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","690
003","21","3.875","81.0","4.8","9.5",".",".",".",".",".",".",".",".",".",".","4.8",".","."
"","690
005","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","690
006","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","690
007","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Topics in E P D","Course Total","66","3.908","83.3","9.1","3.0",".",".",".",".","3.0",".",".",".",".",".","1.5",".","."
"","699
030","1","***","","","","","","","","","",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","Page 127 of 383",""
