"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"180
ART HIST","","","","","","","","","","","","","","","","","","","","",""
"","990
017","3","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research and Thesis","Course Total","18","4.000","50.0",".",".",".",".",".",".","5.6","",".",".","",".","44.4",".",".",".","."
"ART HIST
180","Dept. Total","937","3.355","40.7","19.6","19.3","6.5","5.3","1.0","1.8","3.6","",".",".","",".","1.0","0.5","0.6",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"180
ART HIST","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","130","3.132","33.8","16.9","21.5","10.8","13.1","0.8","3.1",".","",".",".","",".",".",".",".",".","."
"Sophomore","","202","3.342","42.1","16.3","25.7","5.9","5.9","1.0","2.0",".","",".",".","",".",".","0.5","0.5",".","."
"Junior","","193","3.311","40.9","22.3","16.6","7.8","6.7","2.1","2.1","1.0","",".",".","",".",".",".","0.5",".","."
"Senior","","284","3.416","38.7","24.6","19.0","6.0","2.5","0.7","1.8","5.6","",".",".","",".",".","0.4","0.7",".","."
"Undergraduates","","809","3.320","39.3","20.8","20.5","7.2","6.1","1.1","2.1","2.2","",".",".","",".",".","0.2","0.5",".","."
"Special","","23","3.158","8.7","8.7","21.7","4.3","4.3",".",".","43.5","",".",".","",".",".","4.3","4.3",".","."
"Graduate","","105","3.765","58.1","13.3","9.5","1.9",".",".",".","5.7","",".",".","",".","8.6","1.9","1.0",".","."
"","Dept. Total","937","3.355","40.7","19.6","19.3","6.5","5.3","1.0","1.8","3.6","",".",".","",".","1.0","0.5","0.6",".","."
