"L&S","","","","","","","","","","","","","","","","","","","","","",""
"ASTRONOMY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"188
ASTRON","","","","","","","","","","","","","","","","","","","","","",""
"ASTRON
188","Dept. Total","753","2.864","19.3","10.9","27.9","9.4","21.4","4.4","1.1","5.4","0.1",".","",".","",".","",".","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"188
ASTRON","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","176","2.702","8.5","10.8","40.9","10.2","22.2","5.7","1.7",".",".",".","",".","",".","",".",".",".","."
"Sophomore","","275","2.791","18.9","10.2","26.2","10.2","27.6","5.1","1.5","0.4",".",".","",".","",".","",".",".",".","."
"Junior","","96","3.021","20.8","15.6","30.2","13.5","14.6","3.1",".","2.1",".",".","",".","",".","",".",".",".","."
"Senior","","149","2.971","26.8","12.1","22.8","8.1","20.8","4.0","0.7","3.4","0.7",".","",".","",".","",".","0.7",".","."
"Undergraduates","","696","2.835","18.2","11.5","29.7","10.2","23.0","4.7","1.1","1.1","0.1",".","",".","",".","",".","0.1",".","."
"Special","","3","3.000","33.3",".",".",".","33.3",".",".","33.3",".",".","",".","",".","",".",".",".","."
"Graduate","","54","3.807","31.5","3.7","5.6",".",".",".",".","59.3",".",".","",".","",".","",".",".",".","."
"","Dept. Total","753","2.864","19.3","10.9","27.9","9.4","21.4","4.4","1.1","5.4","0.1",".","",".","",".","",".","0.1",".","."
