"","999
069","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
076","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
080","4","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Study","Course Total","56","3.861","94.6",".",".","1.8",".",".","1.8",".","",".",".","",".","1.8",".",".",".","."
"ART
168","Dept. Total","1925","3.665","62.4","19.8","11.1","2.0","2.0","0.2","0.7","0.7","",".",".","",".","0.1","0.4","0.4",".","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","175","3.482","41.1","32.6","14.3","4.6","3.4","0.6","1.1","0.6","",".",".","",".",".","1.7",".",".","."
"Sophomore","","312","3.618","51.6","25.3","18.3","1.9","1.3",".","0.3","0.6","",".",".","",".",".","0.3","0.3",".","."
"Junior","","368","3.556","53.3","25.5","11.4","2.7","3.3","0.8","1.6","0.3","",".",".","",".",".","0.3","0.8",".","."
"Senior","","626","3.667","62.0","18.2","12.6","1.9","2.2",".","0.8","1.4","",".",".","",".",".","0.5","0.3",".","."
"Undergraduates","","1481","3.606","55.2","23.2","13.7","2.4","2.4","0.3","0.9","0.9","",".",".","",".",".","0.5","0.4",".","."
"Special","","65","3.759","70.8","15.4","6.2","1.5","3.1",".",".",".","",".",".","",".",".",".","3.1",".","."
"Graduate","","378","3.922","89.4","7.1","1.9","0.5","0.3",".",".",".","",".",".","",".","0.3",".",".",".","0.5"
"Prof Yr 3","","1","",".",".",".",".",".",".",".","100.0","",".",".","",".",".",".",".",".","."
"Professionals","","1","",".",".",".",".",".",".",".","100.0","",".",".","",".",".",".",".",".","."
"","Dept. Total","1925","3.665","62.4","19.8","11.1","2.0","2.0","0.2","0.7","0.7","",".",".","",".","0.1","0.4","0.4",".","0.1"
