"TERM : 0984","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 1997-98","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","",""
"HISTORY OF SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"456
HIST SCI","","","","","","","","","","","","","","","","","","","","",""
"HIST SCI
456","Dept. Total","450","3.312","30.9","27.1","22.0","5.1","6.0","0.9","1.3","4.2","",".","0.4","",".","0.2","1.3","0.2","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"456
HIST SCI","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","72","2.944","11.1","36.1","23.6","8.3","12.5","2.8","4.2","1.4","",".",".","",".",".",".",".",".","."
"Sophomore","","82","3.392","32.9","34.1","19.5","4.9","6.1","1.2",".","1.2","",".",".","",".",".",".",".",".","."
"Junior","","78","3.234","28.2","33.3","17.9","3.8","9.0","1.3","2.6","2.6","",".",".","",".",".","1.3",".",".","."
"Senior","","162","3.345","29.6","22.8","32.1","6.2","3.1",".","0.6","3.7","",".","0.6","",".",".","0.6","0.6",".","."
"Undergraduates","","394","3.257","26.6","29.7","25.1","5.8","6.6","1.0","1.5","2.5","",".","0.3","",".",".","0.5","0.3",".","."
"Special","","11","3.313","18.2","36.4",".",".","9.1",".",".","9.1","",".",".","",".",".","18.2",".","9.1","."
"Graduate","","46","3.984","69.6","2.2",".",".",".",".",".","17.4","",".","4.3","",".","2.2","4.3",".",".","."
"","Dept. Total","451","3.312","30.8","27.1","22.0","5.1","6.0","0.9","1.3","4.2","",".","0.7","",".","0.2","1.3","0.2","0.2","."
