"ART DEPARTMENT","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","","",""
"Advanced Painting II","Course Total","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"624
Advanced Ceramics II","001","","12","3.786","75.0","8.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"632","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"632","002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Life Drawing II","Course Total","","9","3.738","55.6","33.3","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"644
Advanced Art Metal II","001","","7","3.850","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","002","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","003","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","007","","6","3.885","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","008","","9","4.000","88.9",".",".",".",".",".",".",".",".",".",".",".",".","11.1",".","."
"699","010","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","012","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","013","","11","3.923","90.9",".",".",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"699","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","020","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","021","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","025","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","032","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","034","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","044","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","045","","7","3.438","71.4",".","14.3",".","14.3",".",".",".",".",".",".",".",".",".",".","."
"699","046","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","050","","13","3.905","76.9","15.4",".",".",".",".",".","7.7",".",".",".",".",".",".",".","."
"699","051","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","057","","20","3.750","95.0",".",".",".",".",".","5.0",".",".",".",".",".",".",".",".","."
"699","058","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","067","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","069","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","071","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","080","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","201","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","139","3.880","88.5","2.9","2.2",".","2.2",".","1.4","0.7",".",".",".",".","0.7","1.4",".","."
"718
Art Performance","001","","6","3.750","66.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"722","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"722","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Graduate Painting I","Course Total","","2","***","","","","","","","","","","","","","","","",""
"726
Grad Intaglio Printmaking I","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"736
Grad Graphics Workshop I","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"822
Graduate Painting II","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"826
Grad Intaglio Printmakng II","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"836
Grad Graphics Workshop II","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"908","002","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"908","003","","6","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","","","Page 79 of 383"
