"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","",""
"INTERNATIONAL BUSINESS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"235
INTL BUS","","","","","","","","","","","","","","","","","","",""
"","200
001","238","2.981","22.7","16.8","19.3","19.7","18.9","2.1",".","0.4",".",".",".",".",".",".",".","."
"","200
002","215","3.063","19.5","21.9","23.3","21.4","12.6","0.5",".","0.9",".",".",".",".",".",".",".","."
"International Business","Course Total","453","3.020","21.2","19.2","21.2","20.5","15.9","1.3",".","0.7",".",".",".",".",".",".",".","."
"","399
091","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
203","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
204","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Reading & Research-Intl Bus","Course Total","8","3.522","25.0",".","50.0",".",".",".",".","25.0",".",".",".",".",".",".",".","."
"","420
001","7","3.286","42.9","28.6",".",".","28.6",".",".",".",".",".",".",".",".",".",".","."
"","420
002","6","2.917",".","50.0","16.7",".","33.3",".",".",".",".",".",".",".",".",".",".","."
"Global Marketing","Course Total","13","3.115","23.1","38.5","7.7",".","30.8",".",".",".",".",".",".",".",".",".",".","."
"Multinational Bus Finance","445
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"European Studies Seminar","594
001","12","3.458","41.7","41.7",".",".","16.7",".",".",".",".",".",".",".",".",".",".","."
"Global Marketing","720
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"International Real Estate","730
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Multinational Bus Finance","745
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"INTL BUS
235","Dept. Total","495","3.051","22.0","20.4","20.8","18.8","15.8","1.2",".","1.0",".",".",".",".",".",".",".","."
