"Research and Thesis","Course Total","6","4.000","66.7",".",".",".",".",".",".","16.7","",".",".","",".","16.7",".",".",".","."
"","999
010","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
019","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Study","Course Total","2","***","","","","","","","","","","","","","","","","","",""
"DS
359","Dept. Total","578","3.163","25.8","21.5","28.2","14.7","5.9","1.9","0.5","0.7","",".",".","",".","0.2","0.3","0.3",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"359
DS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","64","3.008","12.5","25.0","29.7","25.0","6.3",".","1.6",".","",".",".","",".",".",".",".",".","."
"Sophomore","","123","3.133","18.7","23.6","35.8","16.3","3.3","1.6","0.8",".","",".",".","",".",".",".",".",".","."
"Junior","","149","3.014","18.8","16.8","30.9","19.5","10.1","2.0","0.7",".","",".",".","",".",".",".","1.3",".","."
"Senior","","197","3.223","30.5","24.9","24.9","10.2","5.6","3.0",".","0.5","",".",".","",".",".","0.5",".",".","."
"Undergraduates","","533","3.118","22.3","22.3","29.6","15.9","6.4","2.1","0.6","0.2","",".",".","",".",".","0.2","0.4",".","."
"Special","","11","3.769","63.6",".","18.2",".",".",".",".","9.1","",".",".","",".",".","9.1",".",".","."
"Graduate","","34","3.811","67.6","14.7","8.8",".",".",".",".","5.9","",".",".","",".","2.9",".",".",".","."
"","Dept. Total","578","3.163","25.8","21.5","28.2","14.7","5.9","1.9","0.5","0.7","",".",".","",".","0.2","0.3","0.3",".","."
