"L&S","","","","","","","","","","","","","","","","","","","","","",""
"LINGUISTICS","Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"550
LINGUIS","","","","","","","","","","","","","","","","","","","","","",""
"LINGUIS
550","Dept. Total","329","3.366","43.2","17.6","14.6","9.1","6.4","",".","2.4","4.6","",".",".","",".","1.2","0.6","0.3",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"550
LINGUIS","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","55","3.185","18.2","34.5","21.8","12.7","10.9","",".",".","1.8","",".",".","",".",".",".",".",".","."
"Sophomore","","80","3.113","30.0","17.5","26.3","12.5","10.0","",".","3.8",".","",".",".","",".",".",".",".",".","."
"Junior","","42","3.221","38.1","21.4","9.5","16.7","11.9","",".","2.4",".","",".",".","",".",".",".",".",".","."
"Senior","","56","3.545","62.5","7.1","14.3","8.9","3.6","",".","1.8",".","",".",".","",".",".",".","1.8",".","."
"Undergraduates","","233","3.254","36.5","19.7","19.3","12.4","9.0","",".","2.1","0.4","",".",".","",".",".",".","0.4",".","."
"Special","","9","2.925","44.4","11.1",".",".",".","",".","22.2","22.2","",".",".","",".",".",".",".",".","."
"Graduate","","87","3.803","60.9","12.6","3.4","1.1",".","",".","1.1","13.8","",".",".","",".","4.6","2.3",".",".","."
"","Dept. Total","329","3.366","43.2","17.6","14.6","9.1","6.4","",".","2.4","4.6","",".",".","",".","1.2","0.6","0.3",".","."
