"ART DEPARTMENT","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","","",""
"908","005","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar-Art","Course Total","","23","3.935","87.0","13.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"912","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"912","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"912","058","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Research-Drawing","Course Total","","4","***","","","","","","","","","","","","","","","",""
"914","020","","11","3.960","81.8","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","9.1"
"914","034","","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"914","057","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"914","058","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Research-Sculpture","Course Total","","40","3.978","92.5","5.0",".",".",".",".",".",".",".",".",".",".",".",".",".","2.5"
"922","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"922","005","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"922","010","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"922","018","","8","3.925","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"922","021","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"922","045","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"922","046","","16","3.968","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"922","057","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"922","058","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"922","080","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Research-Painting","Course Total","","68","3.982","97.1","2.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"924","003","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"924","076","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Research-Ceramics","Course Total","","6","3.857","83.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"944","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"944","051","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Research-Art Metal","Course Total","","5","***","","","","","","","","","","","","","","","",""
"996","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"996","007","","9","3.775","55.6","22.2","11.1",".",".",".",".",".",".",".",".",".",".",".",".","11.1"
"996","012","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"996","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"996","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"996","050","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"996","067","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"996","069","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"996","071","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Research-Graphics","Course Total","","33","3.942","87.9","6.1","3.0",".",".",".",".",".",".",".",".",".",".",".",".","3.0"
"999","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","008","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","010","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"999","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","","","Page 80 of 383"
