"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","","","","",""
"ASIAN AMERICAN STUDIES","Section","#","","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","",""
"184
ASIAN AM","","","","","","","","","","","","","","","","","","","","","","","","",""
"Intro to Asian Amer Studies","101
001","","45","3.466","35.6","37.8","13.3","8.9",".","2.2",".","","2.2",".","",".",".","",".","",".","",".",".","."
"Ethnic Movements in U.S.","220
001","","12","3.784","58.3","25.0","8.3",".",".",".",".","",".",".","",".",".","",".","",".","","8.3",".","."
"Topics-Asian Amer Culture","260
001","","5","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Asian Am Persnalty&Men Hlth","342
001","","6","3.200","16.7",".","66.7",".",".",".",".","","16.7",".","",".",".","",".","",".","",".",".","."
"Special Topics","540
001","","12","3.400","33.3","16.7","25.0",".","8.3",".",".","","16.7",".","",".",".","",".","",".","",".",".","."
"Ind Study:Directed Readings","699
002","","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"ASIAN AM
184","Dept. Total","","81","3.526","40.7","28.4","17.3","4.9","1.2","1.2","",".","4.9","",".",".","",".","",".","",".","1.2",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","",""
"184
ASIAN AM","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","24","3.375","29.2","41.7","16.7","8.3",".","4.2","",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","18","3.700","55.6","27.8","16.7",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","9","3.411","44.4",".","44.4","11.1",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","29","3.588","41.4","24.1","10.3","3.4","3.4",".","",".","13.8","",".",".","",".","",".","",".","3.4",".","."
"Undergraduates","","","80","3.526","41.3","27.5","17.5","5.0","1.3","1.3","",".","5.0","",".",".","",".","",".","",".","1.3",".","."
"Graduate","","","1","3.500",".","100.0",".",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","81","3.526","40.7","28.4","17.3","4.9","1.2","1.2","",".","4.9","",".",".","",".","",".","",".","1.2",".","."
