"","699
007","5","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","699
014","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","699
018","2","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Directed Reading","Course Total","8","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"CLASSICS
244","Dept. Total","548","3.070","23.5","20.4","28.3","11.1","10.9","2.2","1.5","1.8","",".",".","",".","",".","",".","0.2",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"244
CLASSICS","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","96","2.995","17.7","25.0","30.2","9.4","12.5","2.1","3.1",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","177","3.087","19.2","24.9","27.7","16.4","9.6","0.6","1.1","0.6","",".",".","",".","",".","",".",".",".","."
"Junior","","127","3.019","23.6","15.0","33.9","13.4","7.9","3.9","1.6","0.8","",".",".","",".","",".","",".",".",".","."
"Senior","","132","3.098","28.0","18.9","25.8","4.5","15.2","3.0","0.8","3.8","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","532","3.056","22.2","21.1","29.1","11.5","11.1","2.3","1.5","1.3","",".",".","",".","",".","",".",".",".","."
"Special","","4","3.143","50.0",".",".",".","25.0",".",".","25.0","",".",".","",".","",".","",".",".",".","."
"Graduate","","12","4.000","75.0",".",".",".",".",".",".","16.7","",".",".","",".","",".","",".","8.3",".","."
"","Dept. Total","548","3.070","23.5","20.4","28.3","11.1","10.9","2.2","1.5","1.8","",".",".","",".","",".","",".","0.2",".","."
