"AMN","","","","","","","","","","","","","","","","","","",""
"NAVAL SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"672
NAV SCI","","","","","","","","","","","","","","","","","","",""
"Seapower-Maritime Affairs","102
001","26","3.500","23.1","46.2","15.4","3.8",".",".",".","11.5",".",".",".",".",".",".",".","."
"Intro Naval Lab II","176
001","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Naval Engineering","202
001","11","3.182","36.4","18.2",".","36.4","9.1",".",".",".",".",".",".",".",".",".",".","."
"Elementary Naval Lab II","276
001","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Navigation & Operations II","302
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Intermed Naval Lab II","376
001","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Naval Leadership and Ethics","402
001","14","3.893","85.7","7.1","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Naval Laboratry II","476
001","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professional Naval Lab II","576
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"NAV SCI
672","Dept. Total","104","3.640","69.2","15.4","5.8","5.8","1.0",".",".","2.9",".",".",".",".",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"672
NAV SCI","","","","","","","","","","","","","","","","","","",""
"Freshmen","","23","3.602","65.2","17.4","13.0","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","22","3.420","54.5","27.3","4.5","13.6",".",".",".",".",".",".",".",".",".",".",".","."
"Junior","","24","3.550","75.0","8.3","4.2","8.3","4.2",".",".",".",".",".",".",".",".",".",".","."
"Senior","","38","3.866","78.9","10.5","2.6",".",".",".",".","7.9",".",".",".",".",".",".",".","."
"Undergraduates","","107","3.640","70.1","15.0","5.6","5.6","0.9",".",".","2.8",".",".",".",".",".",".",".","."
"","Dept. Total","107","3.640","70.1","15.0","5.6","5.6","0.9",".",".","2.8",".",".",".",".",".",".",".","."
