"","990
085","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
086","2","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
087","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Research","Course Total","50","4.000","58.0",".",".",".",".",".",".","30.0","",".",".","",".","12.0","",".",".",".","."
"GENETICS
412","Dept. Total","487","3.061","32.0","14.8","19.3","11.9","10.3","4.7","2.1","3.7","",".",".","",".","1.2","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"412
GENETICS","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","14","2.303","14.3","7.1",".","28.6","42.9","7.1",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","26","2.558","19.2","7.7","15.4","15.4","30.8","7.7","3.8",".","",".",".","",".",".","",".",".",".","."
"Junior","","101","2.700","20.8","10.9","26.7","18.8","7.9","11.9","3.0",".","",".",".","",".",".","",".",".",".","."
"Senior","","194","3.013","29.4","15.5","23.7","11.9","12.4","4.1","2.6","0.5","",".",".","",".",".","",".",".",".","."
"Undergraduates","","335","2.851","25.4","13.1","23.0","14.9","13.7","6.9","2.7","0.3","",".",".","",".",".","",".",".",".","."
"Special","","21","3.406","61.9","4.8","4.8","19.0","4.8",".",".","4.8","",".",".","",".",".","",".",".",".","."
"Graduate","","131","3.662","43.5","20.6","13.0","3.1","2.3",".","0.8","12.2","",".",".","",".","4.6","",".",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"","Dept. Total","488","3.061","32.0","14.8","19.5","11.9","10.2","4.7","2.0","3.7","",".",".","",".","1.2","",".",".",".","."
