"","990
029","1","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
040","1","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
047","1","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Research and Thesis","Course Total","5","***","","","","","","","","","","","","","","","","","","","","","",""
"G L E
418","Dept. Total","108","3.400","45.4","22.2","20.4","2.8","4.6","",".","",".","4.6","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"418
G L E","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","6","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","12","3.929","83.3","8.3","8.3",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","16","3.340","37.5","25.0","25.0","6.3","6.3","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","42","3.240","16.7","40.5","31.0","4.8","7.1","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","76","3.376","38.2","28.9","23.7","3.9","5.3","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Special","","2","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","30","3.489","60.0","6.7","13.3",".","3.3","",".","",".","16.7","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","108","3.400","45.4","22.2","20.4","2.8","4.6","",".","",".","4.6","",".",".","",".","",".","",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","","","","","","","Page 129 of 383",""
