"Advanced Military Tactics","Course Total","9","3.944","88.9","11.1",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","442
001","8","4.000","100.0",".",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"","442
002","2","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Adv Leadship,Mgmt&Legl Oper","Course Total","10","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"MIL SCI
644","Dept. Total","228","3.848","81.1","11.0","6.1","0.4","0.9","",".","",".","",".","",".",".","",".","",".","",".","0.4",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"644
MIL SCI","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","44","3.702","68.2","18.2","11.4",".","2.3","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","80","3.847","83.8","10.0","3.8","1.3","1.3","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","39","3.923","89.7","5.1","5.1",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","65","3.880","81.5","10.8","6.2",".",".","",".","",".","",".","",".",".","",".","",".","",".","1.5",".","."
"Undergraduates","","228","3.848","81.1","11.0","6.1","0.4","0.9","",".","",".","",".","",".",".","",".","",".","",".","0.4",".","."
"","Dept. Total","228","3.848","81.1","11.0","6.1","0.4","0.9","",".","",".","",".","",".",".","",".","",".","",".","0.4",".","."
