"ITALIAN (FRENCH AND ITALIAN) Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"508
ITALIAN","","","","","","","","","","","","","","","","","","",""
"","101
001","16","3.281","37.5","18.8","18.8","12.5","12.5",".",".",".",".",".",".",".",".",".",".","."
"","101
002","20","3.225","30.0","30.0","15.0","15.0","5.0","5.0",".",".",".",".",".",".",".",".",".","."
"","101
004","19","2.833","21.1","21.1","15.8","10.5","10.5","15.8",".","5.3",".",".",".",".",".",".",".","."
"","007
101","24","3.261","33.3","29.2","12.5","4.2","12.5","4.2",".","4.2",".",".",".",".",".",".",".","."
"","008
101","19","3.444","26.3","42.1","21.1",".","5.3",".",".","5.3",".",".",".",".",".",".",".","."
"","011
101","16","2.969","18.8","12.5","37.5","18.8","6.3","6.3",".",".",".",".",".",".",".",".",".","."
"","101
014","22","3.524","50.0","22.7","13.6","4.5",".","4.5",".","4.5",".",".",".",".",".",".",".","."
"","101
016","13","3.154","23.1","23.1","30.8","7.7","15.4",".",".",".",".",".",".",".",".",".",".","."
"First Semester Italian","Course Total","149","3.224","30.9","25.5","19.5","8.7","8.1","4.7",".","2.7",".",".",".",".",".",".",".","."
"","102
001","15","3.367","20.0","53.3","6.7","20.0",".",".",".",".",".",".",".",".",".",".",".","."
"","102
002","17","2.735","23.5","11.8","29.4","5.9","11.8","11.8","5.9",".",".",".",".",".",".",".",".","."
"","102
005","15","3.267","26.7","40.0","20.0",".","6.7","6.7",".",".",".",".",".",".",".",".",".","."
"","102
006","18","3.111","11.1","38.9","33.3","5.6","5.6","5.6",".",".",".",".",".",".",".",".",".","."
"","102
008","11","3.318","45.5","18.2","9.1","9.1","18.2",".",".",".",".",".",".",".",".",".",".","."
"","102
009","22","3.136","13.6","36.4","22.7","18.2","9.1",".",".",".",".",".",".",".",".",".",".","."
"","102
010","23","3.348","30.4","26.1","30.4","8.7","4.3",".",".",".",".",".",".",".",".",".",".","."
"","011
102","22","3.227","18.2","18.2","59.1",".","4.5",".",".",".",".",".",".",".",".",".",".","."
"","102
014","19","3.395","31.6","31.6","21.1","15.8",".",".",".",".",".",".",".",".",".",".",".","."
"","102
016","21","2.800","4.8","33.3","14.3","23.8","9.5","9.5",".",".",".",".",".",".",".","4.8",".","."
"Second Semester Italian","Course Total","183","3.165","21.3","30.6","26.2","10.9","6.6","3.3","0.5",".",".",".",".",".",".","0.5",".","."
"","203
001","13","2.962","30.8","23.1","15.4",".","23.1",".","7.7",".",".",".",".",".",".",".",".","."
"","203
002","8","3.563","37.5","50.0",".","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"","004
203","15","3.071","20.0","33.3","20.0","6.7",".","13.3",".","6.7",".",".",".",".",".",".",".","."
"","203
006","13","3.833","61.5","30.8",".",".",".",".",".","7.7",".",".",".",".",".",".",".","."
"Third Semester Italian","Course Total","49","3.319","36.7","32.7","10.2","4.1","6.1","4.1","2.0","4.1",".",".",".",".",".",".",".","."
"","204
001","11","3.591","54.5","9.1","36.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","204
003","10","3.650","50.0","30.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","204
203","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Fourth Semester Italian","Course Total","22","3.636","54.5","18.2","27.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Modern Italian Culture","230
001","13","3.385","23.1","38.5","30.8","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"Italian for Rdg Knowledge","301
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Compostn&Converstn","311
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Compostn&Converstn","312
001","9","3.722","55.6","33.3","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Italian Literature","322
001","15","3.683","60.0","33.3",".",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"Il Seicento E L'Arcadia","641
001","8","3.688","75.0",".","12.5","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"Il Trecento","661
001","10","3.600","50.0","20.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Directed Study","699
007","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","799
008","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","799
016","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","799
025","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","3","***","","","","","","","","","","","","","","","",""
"Romance Philology","818
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Issues-Mthds Teachng Fr&Itl","821
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","Page 235 of 383",""
