"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","","","",""
"","990
053","2","***","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
055","1","***","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
056","1","***","","","","","","","","","",".",".","",".","",".",".",".","."
"Research","Course Total","53","3.904","90.6","5.7","1.9","1.9",".",".",".",".",".",".","",".","",".",".",".",".","."
"PSYCH
820","Dept. Total","4476","2.932","28.6","14.1","19.9","12.7","17.4","4.7","1.9","0.5","0.0",".","",".","",".","0.0","0.1",".","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","879","2.494","10.2","12.3","17.9","17.3","29.1","9.4","3.4","0.1",".",".","",".","",".",".","0.2",".","."
"Sophomore","","1182","2.811","19.2","14.1","24.1","14.8","19.7","5.6","2.1","0.2",".",".","",".","",".",".","0.2",".","."
"Junior","","1047","2.918","27.2","14.1","22.4","12.9","16.4","4.1","2.4","0.2","0.1",".","",".","",".",".","0.1",".","."
"Senior","","1070","3.272","43.6","15.8","17.6","9.3","10.3","1.7","0.6","1.2",".",".","",".","",".",".",".",".","."
"Undergraduates","","4178","2.885","25.6","14.2","20.7","13.5","18.5","5.0","2.1","0.4","0.0",".","",".","",".",".","0.1",".","."
"Special","","49","3.346","49.0","12.2","12.2","8.2","10.2","2.0",".","6.1",".",".","",".","",".",".",".",".","."
"Graduate","","249","3.791","75.5","12.9","7.6","1.2","1.2",".",".","0.4",".",".","",".","",".","0.8",".",".","0.4"
"","Dept. Total","4476","2.932","28.6","14.1","19.9","12.7","17.4","4.7","1.9","0.5","0.0",".","",".","",".","0.0","0.1",".","0.0"
