"ELECTRICAL AND COMPUTER E Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","","",""
"","320
001","","44","2.830","15.9","20.5","15.9","27.3","13.6","4.5","2.3",".",".",".",".",".",".",".",".","."
"","320
002","","28","3.089","21.4","28.6","25.0","3.6","17.9","3.6",".",".",".",".",".",".",".",".",".","."
"Electrodynamics II","Course Total","","72","2.931","18.1","23.6","19.4","18.1","15.3","4.2","1.4",".",".",".",".",".",".",".",".","."
"","001
330","","44","2.614","9.1","6.8","27.3","25.0","27.3","2.3","2.3",".",".",".",".",".",".",".",".","."
"","002
330","","31","2.742","29.0",".","25.8",".","38.7","3.2","3.2",".",".",".",".",".",".",".",".","."
"Signals and Systems","Course Total","","75","2.667","17.3","4.0","26.7","14.7","32.0","2.7","2.7",".",".",".",".",".",".",".",".","."
"Feedback Control Systems","332
001","","34","3.221","32.4","32.4","2.9","11.8","20.6",".",".",".",".",".",".",".",".",".",".","."
"Communication Systems","333
001","","48","2.635","6.3","22.9","4.2","29.2","35.4","2.1",".",".",".",".",".",".",".",".",".","."
"","335
001","","38","3.579","65.8","10.5","15.8",".","5.3",".","2.6",".",".",".",".",".",".",".",".","."
"","002
335","","45","2.978","26.7","15.6","22.2","11.1","20.0","2.2","2.2",".",".",".",".",".",".",".",".","."
"Microelectronic Devices","Course Total","","83","3.253","44.6","13.3","19.3","6.0","13.3","1.2","2.4",".",".",".",".",".",".",".",".","."
"","340
001","","22","2.682",".","9.1","31.8","45.5","13.6",".",".",".",".",".",".",".",".",".",".","."
"","340
002","","34","2.559",".","14.7","35.3","26.5","11.8","8.8","2.9",".",".",".",".",".",".",".",".","."
"Electronic Circuits I","Course Total","","56","2.607",".","12.5","33.9","33.9","12.5","5.4","1.8",".",".",".",".",".",".",".",".","."
"Semiconductr Physics&Device","345
001","","8","3.188","37.5","37.5","12.5",".",".",".","12.5",".",".",".",".",".",".",".",".","."
"","350
001","","16","3.781","56.3","43.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
350","","18","3.889","83.3","11.1","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","350
003","","19","3.737","47.4","52.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","350
004","","16","3.563","18.8","75.0","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professional Expression","Course Total","","69","3.746","52.2","44.9","2.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","351
001","","6","2.750","16.7",".","50.0","16.7",".","16.7",".",".",".",".",".",".",".",".",".","."
"","002
351","","11","3.409","27.3","36.4","27.3","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"","003
351","","12","3.292","41.7","16.7","25.0","8.3",".","8.3",".",".",".",".",".",".",".",".",".","."
"","351
004","","11","3.636","63.6","9.1","18.2","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"","351
005","","11","3.227","36.4","9.1","45.5",".",".","9.1",".",".",".",".",".",".",".",".",".","."
"","006
351","","7","3.429","42.9","14.3","28.6","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","007
351","","7","3.000","14.3","28.6","28.6",".","28.6",".",".",".",".",".",".",".",".",".",".","."
"","351
008","","12","3.250","25.0","25.0","25.0","25.0",".",".",".",".",".",".",".",".",".",".",".","."
"Digital Logic Laboratory","Course Total","","77","3.286","35.1","18.2","29.9","10.4","2.6","3.9",".",".",".",".",".",".",".",".",".","."
"","352
001","","45","2.778","11.1","13.3","28.9","26.7","13.3","6.7",".",".",".",".",".",".",".",".",".","."
"","002
352","","43","2.674","14.0","14.0","25.6","18.6","18.6","2.3","7.0",".",".",".",".",".",".",".",".","."
"Digital System Fundamentals","Course Total","","88","2.727","12.5","13.6","27.3","22.7","15.9","4.5","3.4",".",".",".",".",".",".",".",".","."
"Intro to Microprocessor Sys","353
001","","35","2.900","17.1","31.4","14.3","5.7","25.7","2.9","2.9",".",".",".",".",".",".",".",".","."
"","354
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","354
002","","14","2.750","7.1","14.3","14.3","50.0","14.3",".",".",".",".",".",".",".",".",".",".","."
"","354
003","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Machine Organizatn&Progrmng","Course Total","","23","3.022","13.0","26.1","21.7","30.4","8.7",".",".",".",".",".",".",".",".",".",".","."
"","355
001","","17","3.063","29.4","11.8","17.6","11.8","23.5",".",".",".",".",".",".",".",".",".","5.9","."
"","355
002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Electromech Energy Conversn","Course Total","","19","3.167","36.8","10.5","15.8","10.5","21.1",".",".",".",".",".",".",".",".",".","5.3","."
"","001
370","","12","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","370
002","","13","3.731","53.8","38.5","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","370
003","","13","3.615","53.8","23.1","15.4","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","370
004","","12","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","","Page 119 of 383",""
